year,species_code,comp_type,iss_length,region
2005,10180,female,879.4805317106807,goa
2005,10180,male,1056.8754784176351,goa
2005,10180,total,1820.23565379342,goa
2005,20510,female,555.1989228141647,goa
2005,20510,male,850.1679043267617,goa
2005,20510,total,1159.4457616613035,goa
2005,21720,female,381.19231260147853,goa
2005,21720,male,417.962836803267,goa
2005,21720,total,514.9503145676039,goa
2005,21740,female,862.1795055617115,goa
2005,21740,male,692.9345751017537,goa
2005,21740,total,382.47848772962135,goa
2005,30060,female,496.4602820035251,goa
2005,30060,male,496.5640758836939,goa
2005,30060,total,640.9307242435183,goa
2005,30420,female,25.572609397521635,goa
2005,30420,male,96.2141953554999,goa
2005,30420,total,51.63881865349793,goa
2007,10110,female,4627.118454790373,goa
2007,10110,male,1904.1449993424517,goa
2007,10110,total,5192.416452755714,goa
2007,10130,female,2042.6289738071791,goa
2007,10130,male,1419.4778066123213,goa
2007,10130,total,2794.7425241630135,goa
2007,10180,female,658.903550427217,goa
2007,10180,male,790.7645657794401,goa
2007,10180,total,1342.094007075198,goa
2007,20510,female,626.653234474233,goa
2007,20510,male,1038.0547284506683,goa
2007,20510,total,1490.048290705009,goa
2007,21720,female,343.2068313114231,goa
2007,21720,male,382.3053125719434,goa
2007,21720,total,437.44317891884265,goa
2007,21740,female,354.0680186281658,goa
2007,21740,male,343.016033991104,goa
2007,21740,total,435.611357141778,goa
2007,30060,female,414.2407293757424,goa
2007,30060,male,407.640617273372,goa
2007,30060,total,495.7777718004667,goa
2007,30420,female,223.57870026356753,goa
2007,30420,male,167.6730057913622,goa
2007,30420,total,264.5589633460334,goa
2009,10110,female,2724.3153199186277,goa
2009,10110,male,1530.1081569812156,goa
2009,10110,total,3070.9530227392465,goa
2009,10130,female,930.669747788806,goa
2009,10130,male,1053.1832226417762,goa
2009,10130,total,1681.7114745296867,goa
2009,10180,female,867.6017743058252,goa
2009,10180,male,932.297528449032,goa
2009,10180,total,1694.0686809286342,goa
2009,20510,female,322.42514590970194,goa
2009,20510,male,616.1468935347916,goa
2009,20510,total,637.5350488382967,goa
2009,21720,female,486.637281591194,goa
2009,21720,male,458.17896602194776,goa
2009,21720,total,107.78874521239626,goa
2009,21740,female,448.0452829515669,goa
2009,21740,male,344.27059183144763,goa
2009,21740,total,394.3018055564031,goa
2009,30060,female,503.6373076789168,goa
2009,30060,male,527.6698991767208,goa
2009,30060,total,672.1726027326939,goa
2009,30420,female,164.34306574344637,goa
2009,30420,male,200.21606744919092,goa
2009,30420,total,317.837274743647,goa
2011,10110,female,3004.1978299889847,goa
2011,10110,male,1659.3544171546969,goa
2011,10110,total,3836.1845186118826,goa
2011,10130,female,857.7235229241481,goa
2011,10130,male,502.70647352756527,goa
2011,10130,total,990.4033472698828,goa
2011,10180,female,697.120729629084,goa
2011,10180,male,707.5496130422381,goa
2011,10180,total,1297.5872349831102,goa
2011,20510,female,348.11244436742373,goa
2011,20510,male,652.2030773619172,goa
2011,20510,total,893.4310460607186,goa
2011,21720,female,502.79589562775936,goa
2011,21720,male,581.1049669618781,goa
2011,21720,total,696.3469066849729,goa
2011,21740,female,458.6891192449935,goa
2011,21740,male,364.4349128671343,goa
2011,21740,total,471.3219336704884,goa
2011,30060,female,294.6414775261568,goa
2011,30060,male,296.1965495843496,goa
2011,30060,total,354.60840983034507,goa
2011,30420,female,153.38114389394562,goa
2011,30420,male,140.29887674626067,goa
2011,30420,total,342.49320425013195,goa
2013,10110,female,1924.0418587740096,goa
2013,10110,male,1180.8818862084902,goa
2013,10110,total,2583.180079935491,goa
2013,10130,female,1547.047666484346,goa
2013,10130,male,780.4867881224031,goa
2013,10130,total,1780.2536999845763,goa
2013,10180,female,404.0926104957421,goa
2013,10180,male,324.66334599004375,goa
2013,10180,total,569.3216377838407,goa
2013,20510,female,201.66324575973485,goa
2013,20510,male,359.80196376045023,goa
2013,20510,total,535.9174097340203,goa
2013,21720,female,432.23082563088633,goa
2013,21720,male,368.8148062584109,goa
2013,21720,total,490.743126302592,goa
2013,21740,female,161.05630186208862,goa
2013,21740,male,147.1864010773462,goa
2013,21740,total,168.29886782868914,goa
2013,30060,female,436.6370624960275,goa
2013,30060,male,492.6552113421613,goa
2013,30060,total,662.2817471233406,goa
2013,30420,female,88.69967787512653,goa
2013,30420,male,82.62874846410013,goa
2013,30420,total,137.69219117833987,goa
2015,10110,female,3452.7594949126133,goa
2015,10110,male,1509.7792608680447,goa
2015,10110,total,4009.8464726972234,goa
2015,10130,female,2182.117911996548,goa
2015,10130,male,1729.656985229488,goa
2015,10130,total,3387.182416145757,goa
2015,10180,female,449.3112149392932,goa
2015,10180,male,509.8330466819671,goa
2015,10180,total,855.2965828633202,goa
2015,20510,female,318.45715331678554,goa
2015,20510,male,460.655240392212,goa
2015,20510,total,574.8279027391717,goa
2015,21720,female,1140.9555350964802,goa
2015,21720,male,1157.3050109472558,goa
2015,21720,total,1593.8247012835525,goa
2015,21740,female,458.1252496074474,goa
2015,21740,male,372.8695926585161,goa
2015,21740,total,478.4225350118658,goa
2015,30060,female,481.4763398566501,goa
2015,30060,male,523.2904338728187,goa
2015,30060,total,651.841323185328,goa
2015,30420,female,176.47223178800988,goa
2015,30420,male,97.72005181299996,goa
2015,30420,total,243.17505825346333,goa
2017,10110,female,2716.00362787297,goa
2017,10110,male,1448.6449633878788,goa
2017,10110,total,3749.6530913029865,goa
2017,10130,female,1282.5870826810958,goa
2017,10130,male,1057.1590001189722,goa
2017,10130,total,1928.1033209168831,goa
2017,10180,female,379.4197368377642,goa
2017,10180,male,331.92211866144146,goa
2017,10180,total,664.3685816082582,goa
2017,20510,female,204.97323905564497,goa
2017,20510,male,221.5815105329279,goa
2017,20510,total,253.6465544072348,goa
2017,21720,female,471.1322639502266,goa
2017,21720,male,383.03946683758494,goa
2017,21720,total,717.6611921937058,goa
2017,21740,female,74.01050464354881,goa
2017,21740,male,74.59364238867452,goa
2017,21740,total,94.74086905173117,goa
2017,30060,female,291.66253366238783,goa
2017,30060,male,242.3391366166742,goa
2017,30060,total,392.28702321876335,goa
2017,30420,female,94.02810040318974,goa
2017,30420,male,171.8849606611737,goa
2017,30420,total,192.88803513608113,goa
2019,10110,female,4399.241920320955,goa
2019,10110,male,2606.3104527069786,goa
2019,10110,total,5780.337007480862,goa
2019,10130,female,936.5415397383824,goa
2019,10130,male,688.8161802656939,goa
2019,10130,total,1190.9061853749613,goa
2019,10180,female,419.5789117420519,goa
2019,10180,male,454.21596387326815,goa
2019,10180,total,781.6039148719276,goa
2019,20510,female,1171.280799449313,goa
2019,20510,male,1238.411968278605,goa
2019,20510,total,1997.2469533457763,goa
2019,21720,female,251.84990162443447,goa
2019,21720,male,264.4470731438029,goa
2019,21720,total,345.68022276100555,goa
2019,21740,female,431.5401134125756,goa
2019,21740,male,279.0613652462804,goa
2019,21740,total,330.6986672483576,goa
2019,30060,female,707.5385831654794,goa
2019,30060,male,521.0786878586136,goa
2019,30060,total,758.5588193728855,goa
2019,30420,female,121.1834431992416,goa
2019,30420,male,194.07322856723945,goa
2019,30420,total,251.06962896277284,goa
2021,10110,female,3458.177576373236,goa
2021,10110,male,2035.9369336508676,goa
2021,10110,total,4553.113923395993,goa
2021,10130,female,1298.3370641019735,goa
2021,10130,male,1251.2065643214655,goa
2021,10130,total,2090.8630370374203,goa
2021,10180,female,478.9900346374707,goa
2021,10180,male,482.6963825498861,goa
2021,10180,total,862.4888893881437,goa
2021,20510,female,996.339404088417,goa
2021,20510,male,964.3750928821668,goa
2021,20510,total,1494.2267541500191,goa
2021,21720,female,732.6869059844549,goa
2021,21720,male,655.6877864339511,goa
2021,21720,total,1149.2110059996223,goa
2021,21740,female,402.05358533201024,goa
2021,21740,male,332.60642687110686,goa
2021,21740,total,435.8854685188557,goa
2021,30060,female,283.4371108551371,goa
2021,30060,male,313.08970384196164,goa
2021,30060,total,394.83717110450056,goa
2021,30420,female,156.24823617918128,goa
2021,30420,male,264.3121915067699,goa
2021,30420,total,335.3900031114542,goa
1990,10200,female,902.3634118058096,goa
1990,10200,male,517.505723889133,goa
1990,10200,total,1278.4324487336155,goa
1993,10200,female,1802.242104191007,goa
1993,10200,male,974.4812926855918,goa
1993,10200,total,2292.4665270965957,goa
1996,10200,female,1479.3579714395769,goa
1996,10200,male,1107.5690232900608,goa
1996,10200,total,2228.233117140511,goa
1996,10261,female,769.1322087232344,goa
1996,10261,male,308.2842984363222,goa
1996,10261,total,592.650846157736,goa
1996,10262,female,1434.161013680433,goa
1996,10262,male,402.1670944033651,goa
1996,10262,total,1730.14137872575,goa
1999,10200,female,1426.385300873207,goa
1999,10200,male,1008.789436933228,goa
1999,10200,total,1940.7603203208553,goa
1999,10261,female,320.213043661854,goa
1999,10261,male,299.8851970134803,goa
1999,10261,total,496.01021007339983,goa
1999,10262,female,1451.1675527431876,goa
1999,10262,male,394.4946315319067,goa
1999,10262,total,1638.7047026271457,goa
2001,10200,female,894.6371258724164,goa
2001,10200,male,594.6228488561674,goa
2001,10200,total,1181.2480450279097,goa
2001,10261,female,941.6079310353086,goa
2001,10261,male,614.6141135309397,goa
2001,10261,total,1359.776147981204,goa
2001,10262,female,1152.1055572806931,goa
2001,10262,male,405.26204417193,goa
2001,10262,total,1454.2167513476995,goa
2003,10200,female,1724.4183267861204,goa
2003,10200,male,1376.092302232781,goa
2003,10200,total,2491.3894682558976,goa
2003,10261,female,1154.5173475081356,goa
2003,10261,male,392.8666444487813,goa
2003,10261,total,947.4731871355508,goa
2003,10262,female,2241.5797329794186,goa
2003,10262,male,905.9026473543156,goa
2003,10262,total,2867.874053821673,goa
2005,10200,female,2075.0816224095583,goa
2005,10200,male,1324.5148365472155,goa
2005,10200,total,2881.8205724671257,goa
2005,10261,female,1168.0866291427578,goa
2005,10261,male,653.7058512365611,goa
2005,10261,total,1405.7694836090695,goa
2005,10262,female,1764.3560438440188,goa
2005,10262,male,456.5168264287392,goa
2005,10262,total,1724.9657970542453,goa
2007,10200,female,1339.082172771238,goa
2007,10200,male,1056.9882263373552,goa
2007,10200,total,1790.5373055050202,goa
2007,10261,female,1109.3850749523044,goa
2007,10261,male,594.9702563649442,goa
2007,10261,total,1238.126238797717,goa
2007,10262,female,2926.4760349196968,goa
2007,10262,male,1076.98122150049,goa
2007,10262,total,3586.4772338681546,goa
2009,10200,female,2151.4981832706303,goa
2009,10200,male,1374.498377141933,goa
2009,10200,total,2818.2956673908293,goa
2009,10261,female,768.0254766854245,goa
2009,10261,male,347.94627382789,goa
2009,10261,total,565.7528247904613,goa
2009,10262,female,1358.3619330245465,goa
2009,10262,male,367.8950463787549,goa
2009,10262,total,1200.986051198946,goa
2011,10200,female,1634.383804262877,goa
2011,10200,male,1207.2445795871122,goa
2011,10200,total,2477.716639950893,goa
2011,10261,female,651.0758043656745,goa
2011,10261,male,394.9608565501121,goa
2011,10261,total,1004.563199549608,goa
2011,10262,female,1739.7946548805928,goa
2011,10262,male,420.19516186626583,goa
2011,10262,total,1738.591357646039,goa
2013,10200,female,845.1359095227762,goa
2013,10200,male,569.8369812560368,goa
2013,10200,total,1099.3720052025894,goa
2013,10261,female,485.85926148597025,goa
2013,10261,male,225.63170041918872,goa
2013,10261,total,428.286023992797,goa
2013,10262,female,1181.986221331827,goa
2013,10262,male,602.286809195769,goa
2013,10262,total,1557.9908893402692,goa
2015,10200,female,1346.4347827131153,goa
2015,10200,male,719.4960680549037,goa
2015,10200,total,1494.4287734143752,goa
2015,10261,female,711.6115736026403,goa
2015,10261,male,390.4757632232974,goa
2015,10261,total,817.8758621130214,goa
2015,10262,female,1402.1002597671766,goa
2015,10262,male,682.9455482629414,goa
2015,10262,total,2000.264069879407,goa
2017,10200,female,1006.18697577517,goa
2017,10200,male,491.4812551973796,goa
2017,10200,total,1210.677941842414,goa
2017,10261,female,696.9766330553227,goa
2017,10261,male,409.7651889679347,goa
2017,10261,total,938.7761605424446,goa
2017,10262,female,793.07676149576,goa
2017,10262,male,414.65566370364127,goa
2017,10262,total,1064.5472723040846,goa
2019,10200,female,1201.2060964492082,goa
2019,10200,male,800.8382524572228,goa
2019,10200,total,1583.9629338363782,goa
2019,10261,female,527.2826798355636,goa
2019,10261,male,330.31621750221467,goa
2019,10261,total,825.3829256411391,goa
2019,10262,female,1343.260106645636,goa
2019,10262,male,626.1424736527708,goa
2019,10262,total,1894.4290977992264,goa
2021,10200,female,1538.679014730061,goa
2021,10200,male,1320.075107257979,goa
2021,10200,total,2402.5409288878973,goa
2021,10261,female,312.6134611480451,goa
2021,10261,male,210.5984419308764,goa
2021,10261,total,383.47057038589895,goa
2021,10262,female,1674.3388059264769,goa
2021,10262,male,592.4457558819505,goa
2021,10262,total,1902.8060046055552,goa
1990,3005012,female,318.8364149007781,goa
1990,3005012,male,312.1972568770065,goa
1990,3005012,total,430.4571204162328,goa
1993,3005012,female,398.5868356194502,goa
1993,3005012,male,339.20743891659095,goa
1993,3005012,total,481.8399473252716,goa
1996,3005012,female,458.6330783376201,goa
1996,3005012,male,455.446983818019,goa
1996,3005012,total,722.0765057168019,goa
1999,3005012,female,473.13389714992735,goa
1999,3005012,male,416.29890689813567,goa
1999,3005012,total,619.7016721792136,goa
2001,3005012,female,263.5764751082486,goa
2001,3005012,male,256.1961654818104,goa
2001,3005012,total,388.70377751702375,goa
2003,3005012,female,428.6615120520143,goa
2003,3005012,male,430.4051506188714,goa
2003,3005012,total,684.4505547340079,goa
2005,3005012,female,473.3949615227976,goa
2005,3005012,male,499.76820821946654,goa
2005,3005012,total,780.3677346365615,goa
2007,3005012,female,503.63915442404584,goa
2007,3005012,male,460.9481696548336,goa
2007,3005012,total,690.3311925961299,goa
2009,3005012,female,475.7175443245469,goa
2009,3005012,male,498.24503483874287,goa
2009,3005012,total,698.9560383050573,goa
2011,3005012,female,344.3117280597774,goa
2011,3005012,male,360.98779996657834,goa
2011,3005012,total,554.9759613929388,goa
2013,3005012,female,235.79508671840696,goa
2013,3005012,male,233.85213877297772,goa
2013,3005012,total,383.6142140988045,goa
2015,3005012,female,338.2587780957518,goa
2015,3005012,male,355.22764305410533,goa
2015,3005012,total,612.3251043469471,goa
2017,3005012,female,291.801185688802,goa
2017,3005012,male,284.90310428753503,goa
2017,3005012,total,460.7165537403492,goa
2019,3005012,female,88.2082660310501,goa
2019,3005012,male,110.57301721523868,goa
2019,3005012,total,120.13421832043622,goa
2021,3005012,female,306.1076530036666,goa
2021,3005012,male,314.20665168000676,goa
2021,3005012,total,564.6159288739966,goa
1990,301502,female,73.26273337701645,goa
1990,301502,male,68.97746481439309,goa
1990,301502,total,109.00675760063508,goa
1993,301502,female,81.84855839121295,goa
1993,301502,male,77.19926368742018,goa
1993,301502,total,95.26239543568836,goa
1996,301502,female,106.6070586472221,goa
1996,301502,male,84.40125366724263,goa
1996,301502,total,156.17353982725797,goa
1999,301502,female,173.34506298193386,goa
1999,301502,male,114.04673835590704,goa
1999,301502,total,213.10779786043025,goa
2001,301502,female,133.97992343342852,goa
2001,301502,male,94.89597375098892,goa
2001,301502,total,151.67471612062008,goa
2003,301502,female,58.433363386432305,goa
2003,301502,male,39.56722724501936,goa
2003,301502,total,55.39853139068904,goa
2005,301502,female,163.7397530080543,goa
2005,301502,male,110.39593554928835,goa
2005,301502,total,175.6785425387441,goa
2007,301502,female,141.69983905857126,goa
2007,301502,male,80.92497121113139,goa
2007,301502,total,147.40206722714126,goa
2009,301502,female,158.04503017231687,goa
2009,301502,male,156.41047038390997,goa
2009,301502,total,219.7912308402609,goa
2011,301502,female,141.8560351474573,goa
2011,301502,male,108.11574844875696,goa
2011,301502,total,222.46308000408567,goa
2013,301502,female,136.10576463668278,goa
2013,301502,male,158.88172711253625,goa
2013,301502,total,236.1011649950116,goa
2015,301502,female,279.29912009482047,goa
2015,301502,male,237.16368466436296,goa
2015,301502,total,413.8636077944502,goa
2017,301502,female,216.53739228218595,goa
2017,301502,male,184.9692419648289,goa
2017,301502,total,269.72629639873503,goa
2019,301502,female,287.44287852933377,goa
2019,301502,male,237.77541850698256,goa
2019,301502,total,381.5204111898266,goa
2021,301502,female,148.7481742920394,goa
2021,301502,male,104.09675934406036,goa
2021,301502,total,186.4641290816758,goa
1996,10261,female,259.411862541178,cgoa
1996,10261,female,598.1414970826696,wgoa
1996,10261,male,156.94331201674115,cgoa
1996,10261,male,247.60047313162937,wgoa
1996,10261,total,360.16862986239363,cgoa
1996,10261,total,466.7578518810214,wgoa
1996,10262,female,703.7827518798471,cgoa
1996,10262,female,56.79377952242133,egoa
1996,10262,female,855.8736511539885,wgoa
1996,10262,male,276.19474245974027,cgoa
1996,10262,male,22.76626402902569,egoa
1996,10262,male,146.58294741360862,wgoa
1996,10262,total,940.2922663216078,cgoa
1996,10262,total,82.92159376680047,egoa
1996,10262,total,774.4709737041575,wgoa
1999,10261,female,293.2957649191004,cgoa
1999,10261,female,243.64920577298676,wgoa
1999,10261,male,206.8568331497736,cgoa
1999,10261,male,237.58304529815092,wgoa
1999,10261,total,404.6256871081154,cgoa
1999,10261,total,378.7729020721552,wgoa
1999,10262,female,734.2128462136247,cgoa
1999,10262,female,145.6563185900718,egoa
1999,10262,female,599.2843655497599,wgoa
1999,10262,male,258.14805961355785,cgoa
1999,10262,male,60.66976872238286,egoa
1999,10262,male,164.5796627257701,wgoa
1999,10262,total,940.4206130937536,cgoa
1999,10262,total,196.81707682556095,egoa
1999,10262,total,626.3186866698969,wgoa
2001,10261,female,529.4827096699158,cgoa
2001,10261,female,548.0818809856601,wgoa
2001,10261,male,313.8254590564098,cgoa
2001,10261,male,312.80949203744643,wgoa
2001,10261,total,779.3844276931859,cgoa
2001,10261,total,736.8772225716074,wgoa
2001,10262,female,768.6917753995782,cgoa
2001,10262,female,484.11855338126736,wgoa
2001,10262,male,347.9406707070037,cgoa
2001,10262,male,139.41839786609358,wgoa
2001,10262,total,946.4548393905518,cgoa
2001,10262,total,621.6284230791447,wgoa
2003,10261,female,703.6805377218885,cgoa
2003,10261,female,574.8044497729592,wgoa
2003,10261,male,504.8744732486808,cgoa
2003,10261,male,233.67752981653965,wgoa
2003,10261,total,976.8996790825678,cgoa
2003,10261,total,502.5598417077276,wgoa
2003,10262,female,799.0499783218161,cgoa
2003,10262,female,128.33250823402037,egoa
2003,10262,female,1491.5279835852768,wgoa
2003,10262,male,396.19727015407415,cgoa
2003,10262,male,53.85824021292906,egoa
2003,10262,male,486.459484138102,wgoa
2003,10262,total,1068.5339569444106,cgoa
2003,10262,total,179.66421115863395,egoa
2003,10262,total,1746.273647080689,wgoa
2005,10261,female,520.0577946924741,cgoa
2005,10261,female,764.3229416664507,wgoa
2005,10261,male,267.7229661393526,cgoa
2005,10261,male,501.472566908429,wgoa
2005,10261,total,704.503262703594,cgoa
2005,10261,total,1020.978213467744,wgoa
2005,10262,female,881.856442192075,cgoa
2005,10262,female,134.43696998719065,egoa
2005,10262,female,827.9091902009766,wgoa
2005,10262,male,187.0341015891449,cgoa
2005,10262,male,69.75728793677922,egoa
2005,10262,male,342.1654672802726,wgoa
2005,10262,total,744.3512991855408,cgoa
2005,10262,total,196.58210603334555,egoa
2005,10262,total,1014.6923886697944,wgoa
2007,10261,female,425.1687993095466,cgoa
2007,10261,female,800.6355445456106,wgoa
2007,10261,male,295.93148122684653,cgoa
2007,10261,male,456.64891915948255,wgoa
2007,10261,total,619.1384107845153,cgoa
2007,10261,total,906.7736180373464,wgoa
2007,10262,female,1404.064963391808,cgoa
2007,10262,female,129.31089272204704,egoa
2007,10262,female,1447.6266060647963,wgoa
2007,10262,male,546.5657351581397,cgoa
2007,10262,male,50.43871420690228,egoa
2007,10262,male,521.2875606291888,wgoa
2007,10262,total,1740.7392622603204,cgoa
2007,10262,total,157.9459996333952,egoa
2007,10262,total,1759.3501283391904,wgoa
2009,10261,female,438.1303030881375,cgoa
2009,10261,female,11.010493349702204,egoa
2009,10261,female,465.2235694414761,wgoa
2009,10261,male,283.78334431754377,cgoa
2009,10261,male,313.8753702943607,wgoa
2009,10261,total,560.9122546449398,cgoa
2009,10261,total,11.446441067304862,egoa
2009,10261,total,408.983607659863,wgoa
2009,10262,female,563.4282633397056,cgoa
2009,10262,female,73.15777295802526,egoa
2009,10262,female,1021.299281470212,wgoa
2009,10262,male,167.5256958520515,cgoa
2009,10262,male,32.44497092197457,egoa
2009,10262,male,399.7203118902193,wgoa
2009,10262,total,494.90148955669457,cgoa
2009,10262,total,100.16966571256413,egoa
2009,10262,total,1251.5675876868554,wgoa
2011,10261,female,401.2071032424366,cgoa
2011,10261,female,13.398261303208532,egoa
2011,10261,female,385.1905525978551,wgoa
2011,10261,male,242.37131070925693,cgoa
2011,10261,male,266.28968378137336,wgoa
2011,10261,total,535.5632942280903,cgoa
2011,10261,total,13.398261303208532,egoa
2011,10261,total,626.9949523928595,wgoa
2011,10262,female,844.4331761164668,cgoa
2011,10262,female,76.84884118300279,egoa
2011,10262,female,947.9577520506704,wgoa
2011,10262,male,210.20423672387636,cgoa
2011,10262,male,28.904007556721332,egoa
2011,10262,male,245.8706464328858,wgoa
2011,10262,total,827.8572383112918,cgoa
2011,10262,total,102.0640620864898,egoa
2011,10262,total,1039.0993567789951,wgoa
2013,10261,female,241.34503849382935,cgoa
2013,10261,female,310.4498071279348,wgoa
2013,10261,male,124.499133700932,cgoa
2013,10261,male,221.17854573376377,wgoa
2013,10261,total,284.1842343189747,cgoa
2013,10261,total,303.4336293863873,wgoa
2013,10262,female,561.9700285359311,cgoa
2013,10262,female,56.89707244771699,egoa
2013,10262,female,711.6143705183272,wgoa
2013,10262,male,338.91877929293986,cgoa
2013,10262,male,39.543185363832144,egoa
2013,10262,male,278.11448256318045,wgoa
2013,10262,total,775.1099066595999,cgoa
2013,10262,total,89.64133727901938,egoa
2013,10262,total,906.252181618526,wgoa
2015,10261,female,400.40884448803087,cgoa
2015,10261,female,380.24221324929835,wgoa
2015,10261,male,275.3002964588572,cgoa
2015,10261,male,195.2117358168367,wgoa
2015,10261,total,559.7267941526461,cgoa
2015,10261,total,378.8669616695127,wgoa
2015,10262,female,873.6632622145554,cgoa
2015,10262,female,61.654775561221,egoa
2015,10262,female,1011.3464640961708,wgoa
2015,10262,male,378.42857169089007,cgoa
2015,10262,male,28.63510644833684,egoa
2015,10262,male,347.9686666879759,wgoa
2015,10262,total,1150.7383943069683,cgoa
2015,10262,total,87.76108246320631,egoa
2015,10262,total,1234.4054073609427,wgoa
2017,10261,female,269.7309978766826,cgoa
2017,10261,female,531.7130573684276,wgoa
2017,10261,male,213.33381489618765,cgoa
2017,10261,male,347.74335613685065,wgoa
2017,10261,total,413.2956816782363,cgoa
2017,10261,total,711.6769985373594,wgoa
2017,10262,female,555.7228517376177,cgoa
2017,10262,female,49.50876075773328,egoa
2017,10262,female,713.4238291137332,wgoa
2017,10262,male,345.8126288988919,cgoa
2017,10262,male,35.87494478572156,egoa
2017,10262,male,176.72958472218951,wgoa
2017,10262,total,778.8913274865091,cgoa
2017,10262,total,81.85626301872787,egoa
2017,10262,total,743.089384371628,wgoa
2019,10261,female,200.52279618864185,cgoa
2019,10261,female,375.7819312548905,wgoa
2019,10261,male,128.74196170649304,cgoa
2019,10261,male,257.98016420625214,wgoa
2019,10261,total,305.6260709113852,cgoa
2019,10261,total,598.4098894292116,wgoa
2019,10262,female,750.6589976572764,cgoa
2019,10262,female,57.69958319223928,egoa
2019,10262,female,571.1000766174377,wgoa
2019,10262,male,347.83999482245656,cgoa
2019,10262,male,27.90565456651319,egoa
2019,10262,male,252.499512219344,wgoa
2019,10262,total,1036.6620926926648,cgoa
2019,10262,total,85.14183292893065,egoa
2019,10262,total,782.2018142747177,wgoa
2021,10261,female,198.5891289022143,cgoa
2021,10261,female,135.36486157074538,wgoa
2021,10261,male,151.879930040394,cgoa
2021,10261,male,95.69624538495614,wgoa
2021,10261,total,278.5962643941691,cgoa
2021,10261,total,176.38056050418643,wgoa
2021,10262,female,754.7326890303019,cgoa
2021,10262,female,68.73035438068395,egoa
2021,10262,female,882.8149158634394,wgoa
2021,10262,male,421.56037788960265,cgoa
2021,10262,male,24.430654354005114,egoa
2021,10262,male,301.79936618267345,wgoa
2021,10262,total,1078.88597014951,cgoa
2021,10262,total,94.83397457529593,egoa
2021,10262,total,932.6854650736088,wgoa
1990,10200,female,157.67606930985647,egoa
1990,10200,female,861.0606801818889,wcgoa
1990,10200,male,310.0726344472825,egoa
1990,10200,male,400.4171156520511,wcgoa
1990,10200,total,373.28752769471134,egoa
1990,10200,total,1053.7587155296146,wcgoa
1993,10200,female,421.0460379139451,egoa
1993,10200,female,1810.2271867393383,wcgoa
1993,10200,male,419.4235816395913,egoa
1993,10200,male,713.2347494053914,wcgoa
1993,10200,total,922.6881743101392,egoa
1993,10200,total,1867.4080017373192,wcgoa
1996,10200,female,549.9262822806378,egoa
1996,10200,female,1164.0247360943908,wcgoa
1996,10200,male,618.2355740010034,egoa
1996,10200,male,662.5328685164422,wcgoa
1996,10200,total,1056.275561505146,egoa
1996,10200,total,1566.906407222728,wcgoa
1999,10200,female,738.4959959382049,egoa
1999,10200,female,911.2620574377524,wcgoa
1999,10200,male,527.9234403969068,egoa
1999,10200,male,663.9582774895795,wcgoa
1999,10200,total,961.5079631641532,egoa
1999,10200,total,1410.1920245985475,wcgoa
2001,10200,female,862.087464655756,wcgoa
2001,10200,male,587.4321877132418,wcgoa
2001,10200,total,1135.6267230077983,wcgoa
2003,10200,female,496.25511855684056,egoa
2003,10200,female,1630.379151036777,wcgoa
2003,10200,male,494.23970843583027,egoa
2003,10200,male,1158.179137959915,wcgoa
2003,10200,total,803.2891070723277,egoa
2003,10200,total,2437.218448067739,wcgoa
2005,10200,female,774.8102848567332,egoa
2005,10200,female,1541.6500630882638,wcgoa
2005,10200,male,851.601802302076,egoa
2005,10200,male,924.8477527408628,wcgoa
2005,10200,total,1447.7634981955346,egoa
2005,10200,total,2156.5665780305803,wcgoa
2007,10200,female,228.27174612819113,egoa
2007,10200,female,1588.1629659668013,wcgoa
2007,10200,male,336.33095741679534,egoa
2007,10200,male,1219.7882898898763,wcgoa
2007,10200,total,356.0768146115937,egoa
2007,10200,total,2453.3824320536187,wcgoa
2009,10200,female,440.79221377149565,egoa
2009,10200,female,2076.465943996957,wcgoa
2009,10200,male,295.37685297848276,egoa
2009,10200,male,1370.9923496531,wcgoa
2009,10200,total,538.8807504601745,egoa
2009,10200,total,3032.9252875947536,wcgoa
2011,10200,female,485.9071924409581,egoa
2011,10200,female,1345.5780246465642,wcgoa
2011,10200,male,500.6084325198254,egoa
2011,10200,male,919.7330622605202,wcgoa
2011,10200,total,827.5717198889264,egoa
2011,10200,total,2003.543851749297,wcgoa
2013,10200,female,325.70127682853035,egoa
2013,10200,female,776.6589940834489,wcgoa
2013,10200,male,355.63690456452167,egoa
2013,10200,male,582.5216512615334,wcgoa
2013,10200,total,585.3234130123312,egoa
2013,10200,total,950.1131655555424,wcgoa
2015,10200,female,423.8079126289173,egoa
2015,10200,female,1411.2380756576358,wcgoa
2015,10200,male,389.50183341111114,egoa
2015,10200,male,799.4772729498023,wcgoa
2015,10200,total,637.7895642586308,egoa
2015,10200,total,1726.1178087311905,wcgoa
2017,10200,female,316.6902632105511,egoa
2017,10200,female,802.4707959626184,wcgoa
2017,10200,male,258.34841498091504,egoa
2017,10200,male,375.34078730450216,wcgoa
2017,10200,total,502.81578152769606,egoa
2017,10200,total,856.5882056952346,wcgoa
2019,10200,female,369.6312199522904,egoa
2019,10200,female,1034.8446245408468,wcgoa
2019,10200,male,355.0566662919087,egoa
2019,10200,male,593.055057900886,wcgoa
2019,10200,total,575.2049505042045,egoa
2019,10200,total,1339.2982064020043,wcgoa
2021,10200,female,528.2269207061462,egoa
2021,10200,female,1295.567429960075,wcgoa
