year,species_code,comp_type,ae,ae_al,al,base,bin,grwth,region
2009,10130,total,257.31897798447477,251.03908394718192,230.30493638936125,247.26008387578753,5cm,Annual,goa
2009,10261,female,116.0205760506162,107.72147904020288,96.16666369831457,107.39117289641814,5cm,Annual,goa
2009,10261,male,68.11406587169942,56.473503785163665,50.32532919440662,60.014816583330486,5cm,Annual,goa
2009,10261,total,139.8424955689951,122.62524732935148,114.26818485555798,132.4691949240509,5cm,Annual,goa
2009,30060,female,46.72517894477895,44.32176663386531,55.482542528584304,64.48099031709359,5cm,Annual,goa
2009,30060,male,58.89766760054722,54.17688937466925,45.39898568516893,57.05289232955199,5cm,Annual,goa
2009,30060,total,92.2319707564989,86.88239568421587,92.63804933495628,111.13229943891184,5cm,Annual,goa
2009,30420,female,151.19758080226185,147.81420681420394,126.38175099782704,135.79645410268884,5cm,Annual,goa
2009,30420,male,134.87946470370775,136.6364189345213,131.0203313773681,142.48024970515812,5cm,Annual,goa
2009,30420,total,234.05701973373564,235.12587352579703,237.7898985370905,257.02170583266064,5cm,Annual,goa
2011,10110,female,164.94202266747416,163.92319959441963,174.4953697884128,195.07479904070397,5cm,Annual,goa
2011,10110,male,118.63426942487848,115.77460559650449,132.68285271985062,149.5649553924383,5cm,Annual,goa
2011,10110,total,255.21206606084945,247.800039443242,287.43122960125913,319.50025023585846,5cm,Annual,goa
2011,10130,female,146.1082731951223,139.87000693334534,114.81688577029338,129.66726021647668,5cm,Annual,goa
2011,10130,male,84.929096123403,82.48335801757884,72.60231944675725,79.49210404717356,5cm,Annual,goa
2011,10130,total,196.2517865362724,192.70960020313527,166.42282148379564,183.94023291655793,5cm,Annual,goa
2011,10261,female,94.93283054906642,85.68485812785411,71.94321977726538,81.70156684395683,5cm,Annual,goa
2011,10261,male,65.78932683032312,60.00788783056636,53.565383350388494,59.83716288658416,5cm,Annual,goa
2011,10261,total,148.4131023477017,136.7170196952285,118.87011672849049,131.4973762890168,5cm,Annual,goa
2011,30060,female,124.86206612698166,120.9667317262568,142.3402154999391,149.69519563088394,5cm,Annual,goa
2011,30060,male,143.4501467350694,141.30149364130065,143.20156672374378,151.0158094606751,5cm,Annual,goa
2011,30060,total,200.27851995624795,195.78294271994235,233.86518460661017,244.06704328210031,5cm,Annual,goa
2011,30420,female,66.23172852529312,65.23988075420915,76.52946440366478,88.34211441007221,5cm,Annual,goa
2011,30420,male,75.51045950927376,69.57457989396485,53.10881273585709,67.21742955510189,5cm,Annual,goa
2011,30420,total,129.4692095812468,125.49466690152389,120.89977003633484,146.3415034133876,5cm,Annual,goa
2013,10110,female,169.18829512827168,157.59883235370535,168.30812805991144,191.55984117324024,5cm,Annual,goa
2013,10110,male,72.87337237877826,71.89056698669094,129.92223964773328,141.085531354335,5cm,Annual,goa
2013,10110,total,196.0214952914942,187.25225165228684,276.6745364128672,307.3676987065229,5cm,Annual,goa
2013,10130,female,164.32264350059728,154.97329151578612,107.38127106757923,119.20045891113932,5cm,Annual,goa
2013,10130,male,91.24971918818429,86.22075049175288,83.67580707878449,92.19908508853972,5cm,Annual,goa
2013,10130,total,225.65094110006925,218.15674408253412,190.22603413517945,208.00959024598532,5cm,Annual,goa
2013,10261,female,73.25818919807872,67.51424496557367,63.94706794805857,71.99853216080065,5cm,Annual,goa
2013,10261,male,62.33539676610764,56.5287465851419,51.13270306479952,57.092654885732024,5cm,Annual,goa
2013,10261,total,123.95518188643815,111.67258775338044,107.07758386347336,119.68905680389076,5cm,Annual,goa
2013,30060,female,186.81086689314955,185.08174154432925,162.81378673903313,172.14983658499975,5cm,Annual,goa
2013,30060,male,153.02140155504253,150.98702294050776,144.30566588366938,155.8018533095598,5cm,Annual,goa
2013,30060,total,286.2998215765255,285.79384442288114,268.00306953355744,285.07129052094774,5cm,Annual,goa
2013,30420,female,92.84566050713704,90.93492185345386,103.9444175778832,113.76804435663776,5cm,Annual,goa
2013,30420,male,92.95761475654017,91.52609042043277,93.89010884101158,105.02536147189504,5cm,Annual,goa
2013,30420,total,139.44980633884904,136.62343527957276,178.39489833826292,194.8281270493393,5cm,Annual,goa
2015,10110,female,187.3196142767951,165.93320612449446,145.6938619320357,166.31264776535932,5cm,Annual,goa
2015,10110,male,100.88931718991194,95.760459998012,98.3398519919423,109.8461886169164,5cm,Annual,goa
2015,10110,total,264.3177466198156,241.12150190298928,224.2214734946297,251.86008156635071,5cm,Annual,goa
2015,10130,female,160.63085942173308,157.56976452035477,190.73574859253876,205.86425385844876,5cm,Annual,goa
2015,10130,male,160.8201605881698,160.4795251973421,162.99554445483162,174.07274465635223,5cm,Annual,goa
2015,10130,total,284.6453121241967,280.65607106711553,340.31027426781947,363.2984966906158,5cm,Annual,goa
2015,10261,female,107.17507784207434,103.37037013609768,90.93120744370364,97.3920186359537,5cm,Annual,goa
2015,10261,male,86.19452538203434,80.30004101826015,70.77068851447702,79.50330979634668,5cm,Annual,goa
2015,10261,total,155.54482297155968,150.66084890803432,131.94101941024135,141.38464446875713,5cm,Annual,goa
2015,30060,female,110.42600782339754,108.64635921603158,139.58245059074818,148.7131383546236,5cm,Annual,goa
2015,30060,male,110.723624210323,109.82049350677806,141.3774658176936,149.57977101271155,5cm,Annual,goa
2015,30060,total,165.8927890073829,165.31229284347407,251.6860050193542,265.3279832366298,5cm,Annual,goa
2015,30420,female,103.69616706116253,102.65676958866446,107.19633541967757,115.91833932747052,5cm,Annual,goa
2015,30420,male,66.8460871797651,64.89973047717753,69.2037847467342,78.35853987148924,5cm,Annual,goa
2015,30420,total,155.96003766666175,151.23171833309297,162.27892460579798,178.53449129792662,5cm,Annual,goa
2017,10110,female,309.6960846759151,300.4246661310167,343.33897219928394,382.9715153021976,5cm,Annual,goa
2017,10110,male,132.8566486154063,118.28117998919056,151.14550358208683,177.75955029700066,5cm,Annual,goa
2017,10110,total,352.4004756244249,333.07453730404137,476.49439956198626,537.4185593518741,5cm,Annual,goa
2017,10130,female,50.953155782142304,47.280679795495885,68.95124550688907,87.92646041480592,5cm,Annual,goa
2017,10130,male,51.67446011714506,48.89887839910986,72.38071274645151,86.37048646175698,5cm,Annual,goa
2017,10130,total,87.50869879486405,82.75563573467475,137.80506345640592,173.56818790248727,5cm,Annual,goa
2017,10261,female,147.23566007076198,141.3491764491609,131.51150884659646,143.14804437764644,5cm,Annual,goa
2017,10261,male,86.21761116223207,80.08414358670241,75.55839337140611,85.42631406145414,5cm,Annual,goa
2017,10261,total,193.94239910663032,187.05289391445953,183.6541089272692,202.20873148112727,5cm,Annual,goa
2017,30060,female,186.5668299241216,189.2641355103677,186.3386337059163,193.56640316869448,5cm,Annual,goa
2017,30060,male,178.44118090542656,177.6291439332342,163.00518585122288,171.9623963934087,5cm,Annual,goa
2017,30060,total,271.56636988877483,272.27142126804387,308.00459575293934,319.7685107008525,5cm,Annual,goa
2017,30420,female,95.71538028472236,94.20923573609956,97.84285076167356,110.0682585084956,5cm,Annual,goa
2017,30420,male,88.53752427977552,84.86321711987645,83.57003249549929,95.18718040974925,5cm,Annual,goa
2017,30420,total,172.484614513719,169.0776978463941,174.11567881672522,196.48793806479492,5cm,Annual,goa
2019,10110,female,314.9940107058857,304.9842516307987,343.2845089774172,386.16815167145035,5cm,Annual,goa
2019,10110,male,199.4747321274926,186.43428557249425,196.38989219050276,223.36756059873855,5cm,Annual,goa
2019,10110,total,433.86039250213895,425.7271172736552,505.29567741987154,567.1498653050885,5cm,Annual,goa
2019,10130,female,53.112057706391745,50.12632746410205,70.67447888280569,82.77384837250403,5cm,Annual,goa
2019,10130,male,57.052348654137155,54.703139678665146,63.15020346590676,76.23223574490873,5cm,Annual,goa
2019,10130,total,117.99864268711742,108.4156783122782,120.63464350673402,145.83952312945274,5cm,Annual,goa
2019,30060,female,178.6928506679154,177.6105716781329,224.48877617955583,234.39884844818175,5cm,Annual,goa
2019,30060,male,230.71012125175383,229.5885931581987,229.24046428281923,232.5536886535006,5cm,Annual,goa
2019,30060,total,287.28837559059826,286.9610965422303,344.83274028252964,352.1236996248673,5cm,Annual,goa
2019,30420,female,82.31758263716684,81.50065055262421,98.622020372117845,108.11311995345936,5cm,Annual,goa
2019,30420,male,75.9939615980466,71.40666162143653,66.09782681644992,75.54680081922582,5cm,Annual,goa
2019,30420,total,138.0319324337832,136.59352024261244,165.09538138141707,181.7909444634977,5cm,Annual,goa
2021,10130,female,82.09469106328189,80.23087519842743,103.63420243775336,116.67580082454371,5cm,Annual,goa
2021,10130,male,76.92703725226056,75.0939307269722,91.87347163139005,102.14115650388987,5cm,Annual,goa
2021,10130,total,157.3123014672329,151.83456642937156,194.4678751554567,212.03042075647417,5cm,Annual,goa
2021,30060,female,185.08048807248545,182.60788827223092,208.6272615500009,216.65266288725363,5cm,Annual,goa
2021,30060,male,250.09546061104183,250.67049783760797,251.5253520822426,261.3580730299803,5cm,Annual,goa
2021,30060,total,363.75952697443824,360.14896406241616,408.4073489887046,421.77389789279465,5cm,Annual,goa
2021,30420,female,117.62423313716414,114.88423090256292,113.5201871321611,121.17868794118286,5cm,Annual,goa
2021,30420,male,125.7820902143063,118.7546491935604,113.88521327727656,122.63804555622174,5cm,Annual,goa
2021,30420,total,210.47368377599173,203.9418912073255,213.4443571045648,226.82691328832271,5cm,Annual,goa
1990,21720,female,90.15049049402808,75.2850629296474,63.93715548159106,78.64206277592646,1cm,Annual,goa
1990,21720,male,73.46000188921572,65.5102317977247,52.784723557402806,62.53700550228282,1cm,Annual,goa
1990,21720,total,122.23391810660613,108.08870663217058,88.53139442043616,103.34182690310324,1cm,Annual,goa
1993,21720,female,129.09077641422402,113.0497061357213,94.01569824282804,109.56958249229896,1cm,Annual,goa
1993,21720,male,110.0009438866862,100.27761253114716,88.75004850148058,106.7048106534123,1cm,Annual,goa
1993,21720,total,177.72064785342496,168.14277272451858,131.92899128176393,149.06661675569015,1cm,Annual,goa
1996,21720,female,57.758496845039254,53.67886556865445,53.12938959838896,59.91491994703598,1cm,Annual,goa
1996,21720,male,29.671092447284035,28.0828069571596,26.262081507195475,28.397261536995543,1cm,Annual,goa
1996,21720,total,46.216803657401464,43.98333033661075,41.36009245919222,44.251314551122874,1cm,Annual,goa
1999,21720,female,142.33843024795036,128.8453088394335,106.50616165310863,128.91864180370894,1cm,Annual,goa
1999,21720,male,114.7526304158854,103.44197733512516,99.78934932517788,120.26168640748486,1cm,Annual,goa
1999,21720,total,205.31940209340257,186.5489588482456,153.80257744099617,183.93134847570832,1cm,Annual,goa
2001,21720,female,102.16884313800986,95.73847105000576,92.5478602905818,104.5527381351015,1cm,Annual,goa
2001,21720,male,111.0623714200432,97.76574742054063,86.36431529666416,101.69322682394888,1cm,Annual,goa
2001,21720,total,141.06389218617218,129.57898242466013,116.0454387649304,129.38968222656604,1cm,Annual,goa
2003,21720,female,112.42180654324262,99.51091033586104,118.2920882656084,147.66764961478916,1cm,Annual,goa
2003,21720,male,118.39607104004668,110.75661108227791,101.9393202007812,122.53726335739104,1cm,Annual,goa
2003,21720,total,210.80051280373416,199.9065790271401,187.68968695559292,219.3623194442235,1cm,Annual,goa
2005,21720,female,57.83857267892879,52.76841875241505,55.86779600497335,66.86466998315612,1cm,Annual,goa
2005,21720,male,60.854168153634774,56.63681239547781,60.27797051473251,72.02318608064286,1cm,Annual,goa
2005,21720,total,80.83722497400605,77.31818052602404,81.78234092435288,93.17598975622931,1cm,Annual,goa
2007,21720,female,33.636047231092704,30.310109235271973,29.753173772321897,34.621100527950375,1cm,Annual,goa
2007,21720,male,39.53311853316723,34.64484376676571,32.36878896502762,38.92678241934437,1cm,Annual,goa
2007,21720,total,41.479717723206846,37.10825609386082,35.238941497189096,41.07286747994117,1cm,Annual,goa
2009,21720,female,78.04975395123891,76.2665823769112,64.37331345694022,79.12225175682276,1cm,Annual,goa
2009,21720,male,59.55136622695965,53.86364488162083,58.2672540821692,71.32442137449436,1cm,Annual,goa
2009,21720,total,16.466761120399962,15.842955159689785,14.141357876128255,14.718673757090029,1cm,Annual,goa
2011,21720,female,56.44929464018788,54.28559502298885,78.56561995516978,86.42922183094149,1cm,Annual,goa
2011,21720,male,83.84314004198552,79.54868734812187,97.6997127181318,111.69996721078836,1cm,Annual,goa
2011,21720,total,85.40292324580533,82.75972050538012,121.05421975027416,130.67027835975284,1cm,Annual,goa
2013,21720,female,76.65253846286983,72.44156077915008,67.08534464746758,73.501333857096,1cm,Annual,goa
2013,21720,male,51.09337904087437,48.664905161875225,47.81479741584321,51.5141127255456,1cm,Annual,goa
2013,21720,total,68.46998896375645,66.24255871864314,63.99363618502234,67.60192512669875,1cm,Annual,goa
2015,21720,female,85.51950479273572,80.77989821632823,90.30963090518476,116.1707778065078,1cm,Annual,goa
2015,21720,male,62.70540870575973,57.786302726296995,83.56554002213836,103.47839729422118,1cm,Annual,goa
2015,21720,total,87.99503323429735,85.37991674449535,118.25609951514822,143.57849922004357,1cm,Annual,goa
2017,21720,female,54.21766816222518,46.467207364627335,52.221695935988784,64.40772957550641,1cm,Annual,goa
2017,21720,male,32.0950646515455,29.755212369589945,44.13475949923323,54.400755076638184,1cm,Annual,goa
2017,21720,total,60.32974691737865,54.901063399965686,78.51300052297542,95.74187102863024,1cm,Annual,goa
2019,21720,female,44.47777300225067,42.3049480096221,39.31585227468357,44.06987117489649,1cm,Annual,goa
2019,21720,male,39.305290740152365,37.53738951917136,44.19169194890306,49.61978410668571,1cm,Annual,goa
2019,21720,total,52.367510186688435,51.999557923439745,53.569310353955125,57.839864841708035,1cm,Annual,goa
2021,21720,female,87.82534891152217,78.4171064774023,86.67383555609217,110.6113894810947,1cm,Annual,goa
2021,21720,male,52.0983110660479,48.35822909034844,84.99831123495409,107.86163801286745,1cm,Annual,goa
2021,21720,total,88.02571791238759,81.9257195493284,126.01792460083738,161.37600964514226,1cm,Annual,goa
1990,21720,female,98.43120928767313,89.59936497237616,68.50445185842705,82.51362612058443,2cm,Annual,goa
1990,21720,male,79.41446774112022,76.33836378431424,57.30698837183232,66.77079053444992,2cm,Annual,goa
1990,21720,total,132.222352526057,122.34881665104866,93.40182533081432,108.2968415083535,2cm,Annual,goa
1993,21720,female,141.4558067076375,133.5678361981488,104.2474289467147,117.6489680504702,2cm,Annual,goa
1993,21720,male,105.32913551737704,100.14172095609466,103.4206689873432,125.10192398909092,2cm,Annual,goa
1993,21720,total,176.41062555366435,167.41806691743557,148.76568501988578,165.85551141019295,2cm,Annual,goa
1996,21720,female,60.4224798773733,57.937620278428064,57.956565683683,63.36441002940569,2cm,Annual,goa
1996,21720,male,31.02878635087499,29.812773222135895,28.23232193168625,29.33667575052661,2cm,Annual,goa
1996,21720,total,48.46074396891875,47.22504705498572,45.16634107896365,46.71974443681246,2cm,Annual,goa
1999,21720,female,176.88724133743398,158.6842009633741,121.15909203695274,144.57950529333996,2cm,Annual,goa
1999,21720,male,116.46970073863474,104.52084658701064,92.1637596814858,111.50543465392938,2cm,Annual,goa
1999,21720,total,236.74337524245064,210.531608657654,165.87651016299083,191.69703364090492,2cm,Annual,goa
2001,21720,female,114.89125051125596,105.86955481056772,101.49015471859354,113.52002691945862,2cm,Annual,goa
2001,21720,male,118.94470882803226,105.43761958135975,88.67928500098203,97.95928125163208,2cm,Annual,goa
2001,21720,total,153.07353252989986,140.92249066731273,122.31165950222562,130.53106277325472,2cm,Annual,goa
2003,21720,female,128.63193721199707,115.54878120787824,123.70789452198652,148.71931511057343,2cm,Annual,goa
2003,21720,male,123.9722008622825,115.61238611577842,111.95198493044084,136.12078139762025,2cm,Annual,goa
2003,21720,total,229.49488039027133,210.93764579975056,193.88769778456916,224.5032310003492,2cm,Annual,goa
2005,21720,female,61.31553498824677,56.922915587640986,61.576026430559416,69.45973188192046,2cm,Annual,goa
2005,21720,male,60.13825256072128,56.95609658079097,63.51113134477918,75.26811243289465,2cm,Annual,goa
2005,21720,total,80.101752510610993,77.0256969464138,88.0768051806063,97.76780294129428,2cm,Annual,goa
2007,21720,female,42.69003718210912,37.850771645250816,38.42149424265163,43.47213637503366,2cm,Annual,goa
2007,21720,male,52.45377778524716,47.27068824363224,45.72488138348957,52.858462473092615,2cm,Annual,goa
2007,21720,total,54.211001206217205,49.0872040550422,48.44872170810839,54.18177873841839,2cm,Annual,goa
2009,21720,female,85.03778629423837,79.21453895152978,76.76941679125855,90.72934840178397,2cm,Annual,goa
2009,21720,male,62.124115251245904,58.89626594698572,59.687359679173355,71.82422027290276,2cm,Annual,goa
2009,21720,total,17.22118479805079,16.9957835111699,15.323058079290409,15.640925577697828,2cm,Annual,goa
2011,21720,female,59.974287273990534,57.45510544626781,80.96715585297156,88.61662497525415,2cm,Annual,goa
2011,21720,male,82.05661974462357,77.29091538703646,91.767672775339,103.77506718145472,2cm,Annual,goa
2011,21720,total,84.87973619184066,80.63186868038099,118.25440553866451,126.66221610286271,2cm,Annual,goa
2013,21720,female,81.21290668227134,78.06050680290448,73.50767095908078,77.96519671474212,2cm,Annual,goa
2013,21720,male,57.25911673647164,55.49333798054301,53.4410344983698,56.371392940178715,2cm,Annual,goa
2013,21720,total,74.26888638883096,72.30533082189189,70.76742926529394,73.3323980647477,2cm,Annual,goa
2015,21720,female,90.02052459210903,83.65396484287598,101.65997094324072,119.9786522310555,2cm,Annual,goa
2015,21720,male,63.63401191352606,62.120210407371886,96.18671679547528,109.8873318011996,2cm,Annual,goa
2015,21720,total,90.289977722631,86.73569464976421,141.79674128240958,160.77958857482062,2cm,Annual,goa
2017,21720,female,59.876277101683726,53.169856507066605,63.715023771822594,78.98137805763956,2cm,Annual,goa
2017,21720,male,43.85614593081658,41.02493324302449,54.05502648426952,66.30612814943272,2cm,Annual,goa
2017,21720,total,71.1877956538597,66.039824374789,91.3376262012572,111.11406620458057,2cm,Annual,goa
2019,21720,female,45.70787940333541,46.52259368059217,47.77456360335198,52.07299047769511,2cm,Annual,goa
2019,21720,male,46.97567382485755,45.83140539855045,49.754969671988725,55.22209352146323,2cm,Annual,goa
2019,21720,total,54.660781046424056,56.3264879450101,61.49540778671903,64.82637668828072,2cm,Annual,goa
2021,21720,female,95.34747827525132,94.6252430841469,123.30631061876346,147.85560213440215,2cm,Annual,goa
2021,21720,male,52.443086119565315,51.04319039798804,85.04769241299297,107.6673757537072,2cm,Annual,goa
2021,21720,total,87.07779467129602,88.94442618257436,160.45695185052276,193.0783122639626,2cm,Annual,goa
1990,21720,female,127.81706148563616,116.66762143180884,88.5643061224448,99.30453257411628,5cm,Annual,goa
1990,21720,male,103.69651464033994,93.59500486529409,75.1935495577244,82.42104331679431,5cm,Annual,goa
1990,21720,total,168.8211164345605,154.78159335792304,117.89083928092998,127.58605238576618,5cm,Annual,goa
1993,21720,female,161.91083017900593,151.9669409202568,112.01431910243416,128.75063115834325,5cm,Annual,goa
1993,21720,male,123.41237954972026,114.5059742072883,108.58597478429044,121.00111831672204,5cm,Annual,goa
1993,21720,total,197.33080281975495,187.25219484546963,155.2857440573592,168.56714818919775,5cm,Annual,goa
1996,21720,female,60.80546122033777,59.809169333464645,61.614400830996445,64.8193100608019,5cm,Annual,goa
1996,21720,male,30.555781413488265,29.911676949039062,27.54282499327484,28.269434772998867,5cm,Annual,goa
1996,21720,total,46.34760503109457,45.7876047119914,43.149466599033275,44.01816972204095,5cm,Annual,goa
1999,21720,female,178.25794839269582,164.43717765442744,127.08881881012148,144.25008122054768,5cm,Annual,goa
1999,21720,male,136.0360091458667,135.2662649881181,112.96977731180095,128.72254778021295,5cm,Annual,goa
1999,21720,total,237.6044201889825,230.14252965732712,190.0558003490916,206.73148787329123,5cm,Annual,goa
2001,21720,female,128.35805770811731,120.06002766139376,104.21277189853517,113.95253196964345,5cm,Annual,goa
2001,21720,male,128.80118154524817,126.54283316006844,97.3116310124962,105.0935282553214,5cm,Annual,goa
2001,21720,total,166.14893515755728,160.71481824385614,131.07735058704534,137.77753367974802,5cm,Annual,goa
2003,21720,female,145.21275823434848,135.5511522695238,142.3690172691535,160.68908874742576,5cm,Annual,goa
2003,21720,male,123.9916656838917,119.89099979139644,128.05121285841557,142.53639545435294,5cm,Annual,goa
2003,21720,total,227.83989103575783,225.09420956502848,219.8042119404525,239.7268054120605,5cm,Annual,goa
2005,21720,female,70.34113798192168,69.53809858102832,67.16673807415873,73.18698063209591,5cm,Annual,goa
2005,21720,male,65.67504529623885,61.83187017082193,74.05483159533208,83.20748900569892,5cm,Annual,goa
2005,21720,total,93.71439812804331,91.22653879584212,98.81600845605765,105.84884503192885,5cm,Annual,goa
2007,21720,female,46.47621543268951,43.61819604868453,44.94983013069782,48.496798304247505,5cm,Annual,goa
2007,21720,male,56.12081523190297,52.966447047602166,49.52556470755011,54.145826382455354,5cm,Annual,goa
2007,21720,total,57.58333109574435,54.807316549242614,54.62542817505538,57.88404666459269,5cm,Annual,goa
2009,21720,female,92.51941513002228,88.95931440386414,79.48254858605611,90.40062625337512,5cm,Annual,goa
2009,21720,male,73.11461761050988,71.89343621689044,73.38657416805333,84.70699095172931,5cm,Annual,goa
2009,21720,total,18.05368747330821,18.000905034479956,16.212553414287893,16.385930239689028,5cm,Annual,goa
2011,21720,female,63.48485464719997,61.4414464886121,89.97312290265883,100.6179503917791,5cm,Annual,goa
2011,21720,male,87.68668622790457,85.24372725177469,97.92474950129052,111.1098570251913,5cm,Annual,goa
2011,21720,total,89.04306749919391,86.17609104120275,128.80727537684172,141.15914887023737,5cm,Annual,goa
2013,21720,female,100.01198723933358,97.4049599748073,91.33045041066909,95.46966928735772,5cm,Annual,goa
2013,21720,male,64.35931096875339,63.0679468151513,62.01954768937228,64.21623016544476,5cm,Annual,goa
2013,21720,total,88.29264872013746,86.4634794939551,85.60577843596657,87.683332708952,5cm,Annual,goa
2015,21720,female,85.75209210506266,83.86014828684733,122.09719089411932,137.428269651596,5cm,Annual,goa
2015,21720,male,62.641180853289775,60.024537779233725,105.6732800862712,116.12496638684809,5cm,Annual,goa
2015,21720,total,84.97464217322226,82.72718700127756,160.75270141371462,174.90992531617505,5cm,Annual,goa
2017,21720,female,74.62038910867673,70.66498167507714,82.46046555642533,93.99670070653652,5cm,Annual,goa
2017,21720,male,47.28138227596418,45.060087416045675,61.27679359429991,69.48825245625706,5cm,Annual,goa
2017,21720,total,81.10283115534595,78.17399449005062,110.09588430783435,123.78106714436193,5cm,Annual,goa
2019,21720,female,52.990426501982846,50.98737499048059,51.18487255159636,55.62781413334412,5cm,Annual,goa
2019,21720,male,50.85861246195247,47.47110770325891,56.093635592490166,60.63353130810111,5cm,Annual,goa
2019,21720,total,60.529505776672885,57.982184273681675,65.93070937172088,70.15496166519758,5cm,Annual,goa
2021,21720,female,106.79098176069928,103.41698868611128,151.1691700087509,170.836023335019,5cm,Annual,goa
2021,21720,male,60.54409582635507,60.08578192098157,100.52189988116248,112.7730813833779,5cm,Annual,goa
2021,21720,total,98.56062519639174,98.19123760105268,200.20445848298553,217.92136992116957,5cm,Annual,goa
1990,21740,female,79.756914443258,75.2752847238834,93.14368963917497,101.85948351857115,1cm,Annual,goa
1990,21740,male,63.63598042174073,60.117652993052545,73.57388964595886,79.18199989291583,1cm,Annual,goa
1990,21740,total,85.09104670921938,79.45430509019246,98.88317851392158,107.4223501502269,1cm,Annual,goa
1993,21740,female,103.44408967933217,100.6781853418918,164.7491366893917,179.18505449010107,1cm,Annual,goa
1993,21740,male,117.53690988935,116.9043463454212,122.18655626308892,129.89104249376905,1cm,Annual,goa
1993,21740,total,128.44969574272892,127.54764740409333,173.53363053926313,181.4226932307135,1cm,Annual,goa
1996,21740,female,77.69842218601892,71.04455608390693,70.3187416939014,77.79027177971774,1cm,Annual,goa
1996,21740,male,52.30824364597805,49.56614253912879,49.3697799935041,53.11090501178978,1cm,Annual,goa
1996,21740,total,38.30254812949412,35.96979150972289,35.02002267404365,37.80805008502579,1cm,Annual,goa
1999,21740,female,97.60149228418152,93.47027633979432,104.60613814745156,114.61140439372568,1cm,Annual,goa
1999,21740,male,58.79484055693177,55.830071205305906,61.32568571302546,65.44965233755367,1cm,Annual,goa
1999,21740,total,90.06975023659628,87.35229217656966,97.25413100419894,102.17122675450008,1cm,Annual,goa
2001,21740,female,40.78036682592731,40.15713689748153,38.59296612003729,39.84450960833429,1cm,Annual,goa
2001,21740,male,33.154693142145156,32.908896405842896,30.980633768821747,31.735599132329263,1cm,Annual,goa
2001,21740,total,35.02553215784589,35.36453300310462,33.66753299112268,33.75348799048827,1cm,Annual,goa
2003,21740,female,156.73328813189443,143.75070171617622,144.74424930956852,161.6327184743297,1cm,Annual,goa
2003,21740,male,139.10328915175873,129.94079584432856,124.60338395508046,137.14147661103905,1cm,Annual,goa
2003,21740,total,179.1128324267527,168.9515266712095,171.36288965458746,185.726896575188,1cm,Annual,goa
2005,21740,female,197.83379227308015,183.90439435334017,178.6365723450388,192.69740130729684,1cm,Annual,goa
2005,21740,male,163.90584241177285,150.77217753786246,134.3536910334508,149.3131034654539,1cm,Annual,goa
2005,21740,total,87.73395624542013,81.66706621107824,80.78797639478984,87.909073592015,1cm,Annual,goa
2007,21740,female,82.3452092705123,77.45379634209783,77.09577300267063,81.60841971156806,1cm,Annual,goa
2007,21740,male,85.93992391615046,81.58776679612939,79.84792639264829,84.32427835126366,1cm,Annual,goa
2007,21740,total,95.16754209106888,92.68769371170896,90.76572311336255,92.96398344779917,1cm,Annual,goa
2009,21740,female,105.0190653239292,104.6540429589785,104.0970679852892,107.03121458791364,1cm,Annual,goa
2009,21740,male,91.01216613349672,85.92988183808882,84.6067956530101,90.0926533700432,1cm,Annual,goa
2009,21740,total,73.72118094484077,72.09313990684463,70.7734607960862,72.71384243262992,1cm,Annual,goa
2011,21740,female,112.27644944717954,108.44785405254244,105.02837782474836,109.87798939076812,1cm,Annual,goa
2011,21740,male,85.35150178692014,82.21786398918269,78.93879454532265,82.48024037138542,1cm,Annual,goa
2011,21740,total,111.8166919367388,109.63881533781318,107.36294085326296,109.86012531121786,1cm,Annual,goa
2013,21740,female,67.39491333881642,66.41322969473107,65.2329447561448,66.92593543159342,1cm,Annual,goa
2013,21740,male,66.81908976002994,65.94611138952618,64.60325302202922,65.90769044013125,1cm,Annual,goa
2013,21740,total,71.81303436107652,71.20885407604311,69.95719191279156,71.06577566863258,1cm,Annual,goa
2015,21740,female,94.5973531189064,91.57492965987986,102.58093057391376,110.61544465890373,1cm,Annual,goa
2015,21740,male,74.0090575084105,69.47310551832891,81.39913198582195,87.95970965721858,1cm,Annual,goa
2015,21740,total,95.588823026469,92.95153425797167,109.59549873734215,115.06138638352836,1cm,Annual,goa
2017,21740,female,12.607167758061037,12.589649650844374,13.869534092293106,14.001259769860267,1cm,Annual,goa
2017,21740,male,16.7168930888131,16.513355377338065,16.800903452231882,17.07822371398056,1cm,Annual,goa
2017,21740,total,16.010251999031475,15.99237546077098,16.986284786352403,17.081850503105322,1cm,Annual,goa
2019,21740,female,31.24366586900301,30.759951478244854,95.04708826404284,103.15915951215374,1cm,Annual,goa
2019,21740,male,44.38187490959927,43.388497196656786,75.14031741316333,81.05283477712982,1cm,Annual,goa
2019,21740,total,39.97490520266506,39.49229854581646,78.68605709491072,82.60124839653926,1cm,Annual,goa
2021,21740,female,77.30453978505341,74.41968190711162,83.16247194465339,86.00173516372905,1cm,Annual,goa
2021,21740,male,77.14828122870595,76.60763011531817,81.46899638281326,83.48271700623125,1cm,Annual,goa
2021,21740,total,82.44039282007401,81.3286242543049,89.97519803492119,91.43355296019288,1cm,Annual,goa
1990,21740,female,79.81327239978884,77.80891295132011,100.10630442394954,106.02486339641688,2cm,Annual,goa
1990,21740,male,63.41769323479504,61.81085818807945,72.92144147436798,76.66939781699402,2cm,Annual,goa
1990,21740,total,85.07941431161554,73.36122284826726,87.61137519999164,105.50042343745744,2cm,Annual,goa
