year,species_code,comp_type,iss,err_src,region
2009,10130,age,139.0370010269545,all,goa
2009,10130,age,114.60279988987584,all,goa
2009,10130,age,227.6403146476358,all,goa
2009,10180,age,116.29159118865886,all,goa
2009,10180,age,93.73087527846134,all,goa
2009,10180,age,198.1310427309448,all,goa
2009,21720,age,75.48648215145572,all,goa
2009,21720,age,62.272858459804254,all,goa
2009,21720,age,14.196493274644313,all,goa
2009,21740,age,105.15518984074224,all,goa
2009,21740,age,87.32345905576369,all,goa
2009,21740,age,73.1472219703817,all,goa
2009,30060,age,57.550274586474224,all,goa
2009,30060,age,41.87193092381505,all,goa
2009,30060,age,90.02914014024532,all,goa
2009,30420,age,115.7852573171532,all,goa
2009,30420,age,119.5195772943088,all,goa
2009,30420,age,212.93465382822055,all,goa
2011,10110,age,181.46809890753693,all,goa
2011,10110,age,133.79928351586267,all,goa
2011,10110,age,286.9909915572568,all,goa
2011,10130,age,118.94341434396569,all,goa
2011,10130,age,64.96849230227494,all,goa
2011,10130,age,154.12582388336642,all,goa
2011,10180,age,102.71903959930876,all,goa
2011,10180,age,76.55602645386378,all,goa
2011,10180,age,157.78250311267857,all,goa
2011,21720,age,89.8204454126984,all,goa
2011,21720,age,104.81386301800796,all,goa
2011,21720,age,126.84050833207752,all,goa
2011,21740,age,110.62476630893973,all,goa
2011,21740,age,84.72618178904897,all,goa
2011,21740,age,109.38523647760044,all,goa
2011,30060,age,115.53098581562024,all,goa
2011,30060,age,124.12362086236388,all,goa
2011,30060,age,181.03991625992472,all,goa
2011,30420,age,76.22037276354938,all,goa
2011,30420,age,57.75505341507857,all,goa
2011,30420,age,125.83775779690428,all,goa
2013,10110,age,184.40188287713272,all,goa
2013,10110,age,126.74348753626406,all,goa
2013,10110,age,281.2907265770181,all,goa
2013,10130,age,107.39077826214957,all,goa
2013,10130,age,84.37492268743712,all,goa
2013,10130,age,193.103027029712,all,goa
2013,10180,age,83.7566824975529,all,goa
2013,10180,age,80.76882323904226,all,goa
2013,10180,age,159.92211550550223,all,goa
2013,21720,age,78.78830900410694,all,goa
2013,21720,age,52.724718461310424,all,goa
2013,21720,age,71.28294711868965,all,goa
2013,21740,age,66.46055728349153,all,goa
2013,21740,age,64.17007646274564,all,goa
2013,21740,age,69.997147576192,all,goa
2013,30060,age,158.48355058885582,all,goa
2013,30060,age,136.0916393686344,all,goa
2013,30060,age,250.6972528790195,all,goa
2013,30420,age,92.10790614443592,all,goa
2013,30420,age,80.02629664664912,all,goa
2013,30420,age,160.61317304211045,all,goa
2015,10110,age,148.97469139789465,all,goa
2015,10110,age,101.14059698658454,all,goa
2015,10110,age,232.6795713712624,all,goa
2015,10130,age,194.2335978405212,all,goa
2015,10130,age,155.36757131548714,all,goa
2015,10130,age,323.3461466690206,all,goa
2015,10180,age,102.84972541971678,all,goa
2015,10180,age,82.53727029186346,all,goa
2015,10180,age,178.13502702784805,all,goa
2015,21720,age,106.98050561975816,all,goa
2015,21720,age,99.65797586166798,all,goa
2015,21720,age,137.65147840604695,all,goa
2015,21740,age,99.65304788728486,all,goa
2015,21740,age,86.12181024154263,all,goa
2015,21740,age,106.77280388475812,all,goa
2015,30060,age,128.94594109190754,all,goa
2015,30060,age,132.32563445319855,all,goa
2015,30060,age,228.93070494210676,all,goa
2015,30420,age,101.93943950151048,all,goa
2015,30420,age,64.77129511637727,all,goa
2015,30420,age,151.75490987609874,all,goa
2017,10110,age,348.5335005755095,all,goa
2017,10110,age,147.31761118653316,all,goa
2017,10110,age,481.13138855459647,all,goa
2017,10130,age,83.1394883022217,all,goa
2017,10130,age,91.73603105051086,all,goa
2017,10130,age,172.56040630992942,all,goa
2017,10180,age,73.99070931119982,all,goa
2017,10180,age,87.20595069991236,all,goa
2017,10180,age,158.0459615812259,all,goa
2017,21720,age,60.54130322997885,all,goa
2017,21720,age,52.73091242255037,all,goa
2017,21720,age,93.3890090757777,all,goa
2017,21740,age,11.11513348295084,all,goa
2017,21740,age,13.833919302725889,all,goa
2017,21740,age,13.989482096795491,all,goa
2017,30060,age,162.15346324268847,all,goa
2017,30060,age,145.09045356520477,all,goa
2017,30060,age,263.9671965375367,all,goa
2017,30420,age,91.14364968384588,all,goa
2017,30420,age,76.02467615390763,all,goa
2017,30420,age,157.0122528696219,all,goa
2019,10110,age,383.3035029635829,all,goa
2019,10110,age,209.62658060850583,all,goa
2019,10110,age,564.915505724585,all,goa
2019,10130,age,70.32344368780832,all,goa
2019,10130,age,74.0124791141289,all,goa
2019,10130,age,132.47841521218885,all,goa
2019,10180,age,64.47278642701991,all,goa
2019,10180,age,78.80020790472571,all,goa
2019,10180,age,139.8159603262033,all,goa
2019,21720,age,44.20833789689294,all,goa
2019,21720,age,49.312421444672765,all,goa
2019,21720,age,58.335422178701,all,goa
2019,21740,age,96.59848638634188,all,goa
2019,21740,age,83.57408373873488,all,goa
2019,21740,age,86.24456059980805,all,goa
2019,30060,age,221.61085622187892,all,goa
2019,30060,age,226.88790502499452,all,goa
2019,30060,age,336.62534783416976,all,goa
2019,30420,age,82.95875325209161,all,goa
2019,30420,age,63.04053530096616,all,goa
2019,30420,age,144.798285181331,all,goa
2021,10130,age,88.73243849856972,all,goa
2021,10130,age,86.31325529346597,all,goa
2021,10130,age,168.15204167674048,all,goa
2021,21720,age,103.18317750447332,all,goa
2021,21720,age,103.55166673271376,all,goa
2021,21720,age,154.2164795694632,all,goa
2021,21740,age,84.30956699139443,all,goa
2021,21740,age,78.59228946383159,all,goa
2021,21740,age,87.47086015938076,all,goa
2021,30060,age,184.2659911197901,all,goa
2021,30060,age,229.43048377340247,all,goa
2021,30060,age,356.19750808589396,all,goa
2021,30420,age,97.63327890419284,all,goa
2021,30420,age,107.4548602455626,all,goa
2021,30420,age,194.898325374761,all,goa
1990,10110,age,147.81146388150373,hl,goa
1990,10110,age,57.07117508928541,hl,goa
1990,10110,age,158.86989904203378,hl,goa
1990,10130,age,51.69813325920573,hl,goa
1990,10130,age,50.03604974933266,hl,goa
1990,10130,age,114.95011179729508,hl,goa
1990,10180,age,70.65714426569807,hl,goa
1990,10180,age,39.58096496764443,hl,goa
1990,10180,age,101.29137642605669,hl,goa
1990,21720,age,118.36671930126904,hl,goa
1990,21720,age,86.83946344386028,hl,goa
1990,21720,age,134.22183016930688,hl,goa
1990,21740,age,118.4124069653219,hl,goa
1990,21740,age,85.20892199242836,hl,goa
1990,21740,age,113.86820526517566,hl,goa
1990,30060,age,121.99057100027773,hl,goa
1990,30060,age,204.43002026792408,hl,goa
1990,30060,age,179.7973437191746,hl,goa
1990,30420,age,54.4408981054977,hl,goa
1990,30420,age,42.15276268857384,hl,goa
1990,30420,age,71.88777147401977,hl,goa
1993,10110,age,443.7933247070251,hl,goa
1993,10110,age,266.81417997573294,hl,goa
1993,10110,age,627.9576653090121,hl,goa
1993,10130,age,116.81070793212848,hl,goa
1993,10130,age,70.16944361629797,hl,goa
1993,10130,age,173.5932398765031,hl,goa
1993,10180,age,101.07813417407613,hl,goa
1993,10180,age,63.902355281121835,hl,goa
1993,10180,age,154.10658105001113,hl,goa
1993,21720,age,145.85462606411983,hl,goa
1993,21720,age,148.59867046909378,hl,goa
1993,21720,age,184.7211216181812,hl,goa
1993,21740,age,226.32365665428185,hl,goa
1993,21740,age,165.2798941318428,hl,goa
1993,21740,age,203.7982669933652,hl,goa
1993,30060,age,189.61182230051065,hl,goa
1993,30060,age,242.78756205920163,hl,goa
1993,30060,age,281.9425513414116,hl,goa
1993,30420,age,31.498319022526104,hl,goa
1993,30420,age,30.620837483752236,hl,goa
1993,30420,age,66.65235953648019,hl,goa
1996,10110,age,393.3768852549735,hl,goa
1996,10110,age,199.18762183222992,hl,goa
1996,10110,age,533.1264460089543,hl,goa
1996,10130,age,165.75909105634327,hl,goa
1996,10130,age,113.08729401093782,hl,goa
1996,10130,age,249.535044871711,hl,goa
1996,10180,age,148.4113350929749,hl,goa
1996,10180,age,110.2672369128788,hl,goa
1996,10180,age,246.98649929303792,hl,goa
1996,20510,age,101.73151048964596,hl,goa
1996,20510,age,99.24635071341136,hl,goa
1996,20510,age,147.51790458984786,hl,goa
1996,21720,age,68.9621464140689,hl,goa
1996,21720,age,27.39521222128888,hl,goa
1996,21720,age,43.9336470518466,hl,goa
1996,21740,age,98.88233297391264,hl,goa
1996,21740,age,62.44419641882454,hl,goa
1996,21740,age,46.100976599768046,hl,goa
1996,30060,age,102.8136326095106,hl,goa
1996,30060,age,104.99964451419198,hl,goa
1996,30060,age,143.12307633926767,hl,goa
1996,30420,age,107.0315123704039,hl,goa
1996,30420,age,122.88625766243948,hl,goa
1996,30420,age,209.73952024286544,hl,goa
1999,10110,age,435.9469947184846,hl,goa
1999,10110,age,301.22634960968816,hl,goa
1999,10110,age,644.6826296645042,hl,goa
1999,10130,age,202.4138861892397,hl,goa
1999,10130,age,156.29692292335366,hl,goa
1999,10130,age,271.2307211690049,hl,goa
1999,10180,age,119.62585803351108,hl,goa
1999,10180,age,84.99661445094952,hl,goa
1999,10180,age,181.4010716910194,hl,goa
1999,20510,age,100.48123930775978,hl,goa
1999,20510,age,116.7615212027203,hl,goa
1999,20510,age,152.81620543693555,hl,goa
1999,21720,age,182.1175302563284,hl,goa
1999,21720,age,166.12360341055927,hl,goa
1999,21720,age,253.05332255969333,hl,goa
1999,21740,age,141.9669919388416,hl,goa
1999,21740,age,73.01103949082162,hl,goa
1999,21740,age,112.14639005468824,hl,goa
1999,30060,age,103.91829536744672,hl,goa
1999,30060,age,103.0747738949968,hl,goa
1999,30060,age,129.46176618590405,hl,goa
1999,30420,age,53.73870573494094,hl,goa
1999,30420,age,70.49465372241347,hl,goa
1999,30420,age,96.92061989935377,hl,goa
2001,10110,age,595.9869868836139,hl,goa
2001,10110,age,350.3833067750535,hl,goa
2001,10110,age,774.8777897796234,hl,goa
2001,10130,age,266.0825147049344,hl,goa
2001,10130,age,266.4743935165361,hl,goa
2001,10130,age,436.6816880234075,hl,goa
2001,10180,age,212.46458854932348,hl,goa
2001,10180,age,133.3645707087164,hl,goa
2001,10180,age,313.7425526062735,hl,goa
2001,21720,age,130.35694294592628,hl,goa
2001,21720,age,129.62378588305032,hl,goa
2001,21720,age,149.7126359822585,hl,goa
2001,21740,age,38.9269225351164,hl,goa
2001,21740,age,29.255645390261453,hl,goa
2001,21740,age,33.52955112953527,hl,goa
2001,30420,age,86.82279962605027,hl,goa
2001,30420,age,91.79748937997284,hl,goa
2001,30420,age,156.59831869848253,hl,goa
2003,10110,age,310.7264689722879,hl,goa
2003,10110,age,227.2100431980165,hl,goa
2003,10110,age,419.9186728309692,hl,goa
2003,10130,age,167.74804571577732,hl,goa
2003,10130,age,213.3509907708229,hl,goa
2003,10130,age,363.1780170670135,hl,goa
2003,10180,age,173.1321840577444,hl,goa
2003,10180,age,130.7442304826956,hl,goa
2003,10180,age,244.72557946088304,hl,goa
2003,21720,age,236.51694825102345,hl,goa
2003,21720,age,199.26020827344684,hl,goa
2003,21720,age,316.7570992899099,hl,goa
2003,21740,age,184.72888181161753,hl,goa
2003,21740,age,152.34840011839955,hl,goa
2003,21740,age,193.1041774003658,hl,goa
2003,30060,age,251.5414519364111,hl,goa
2003,30060,age,237.43062707438497,hl,goa
2003,30060,age,352.6212031521789,hl,goa
2003,30420,age,23.186365635721906,hl,goa
2003,30420,age,35.09689657027212,hl,goa
2003,30420,age,54.49448054388231,hl,goa
2005,10110,age,338.8174849978989,hl,goa
2005,10110,age,247.9728394291608,hl,goa
2005,10110,age,528.112901504688,hl,goa
2005,10130,age,163.7984699104033,hl,goa
2005,10130,age,133.17229243708923,hl,goa
2005,10130,age,240.61925863203896,hl,goa
2005,10180,age,210.04649217519847,hl,goa
2005,10180,age,159.07902627723524,hl,goa
2005,10180,age,311.97223645931257,hl,goa
2005,21720,age,85.86837168254146,hl,goa
2005,21720,age,106.62394691170444,hl,goa
2005,21720,age,118.0393824693174,hl,goa
2005,21740,age,223.7415851006292,hl,goa
2005,21740,age,174.2253590000013,hl,goa
2005,21740,age,93.42349918939968,hl,goa
2005,30060,age,258.85932298534834,hl,goa
2005,30060,age,257.07043282154046,hl,goa
2005,30060,age,382.0707201238727,hl,goa
2005,30420,age,57.024639140349414,hl,goa
2005,30420,age,86.95473230787678,hl,goa
2005,30420,age,106.6523855268745,hl,goa
2007,10110,age,311.18213088119535,hl,goa
2007,10110,age,215.4850343057379,hl,goa
2007,10110,age,489.7410471471074,hl,goa
2007,10130,age,305.0782241869924,hl,goa
2007,10130,age,204.82697064822747,hl,goa
2007,10130,age,449.2381738353925,hl,goa
2007,10180,age,148.42514004388167,hl,goa
2007,10180,age,134.7765071503496,hl,goa
2007,10180,age,246.30085942773383,hl,goa
2007,21720,age,39.33806405302343,hl,goa
2007,21720,age,45.748257083678304,hl,goa
2007,21720,age,45.49559044542983,hl,goa
2007,21740,age,85.58978776198279,hl,goa
2007,21740,age,93.33490573806392,hl,goa
2007,21740,age,98.95233892643876,hl,goa
2007,30060,age,288.44248427137813,hl,goa
2007,30060,age,263.100330208644,hl,goa
2007,30060,age,460.1764244268163,hl,goa
2007,30420,age,205.2987262086574,hl,goa
2007,30420,age,175.37288689039903,hl,goa
2007,30420,age,320.13265389063207,hl,goa
2009,10110,age,332.35821363961173,hl,goa
2009,10110,age,247.32516529021453,hl,goa
2009,10110,age,469.0265785026229,hl,goa
2009,10130,age,265.6447319245797,hl,goa
2009,10130,age,204.2921984708692,hl,goa
2009,10130,age,385.2583472914286,hl,goa
2009,10180,age,204.9630916647665,hl,goa
2009,10180,age,169.32956504998674,hl,goa
2009,10180,age,348.43440158461755,hl,goa
2009,21720,age,104.64674851864832,hl,goa
2009,21720,age,90.03299385403284,hl,goa
2009,21720,age,15.094286516694345,hl,goa
2009,21740,age,120.9262749455835,hl,goa
2009,21740,age,100.95781981602876,hl,goa
2009,21740,age,81.96680732491832,hl,goa
2009,30060,age,95.45224798103784,hl,goa
2009,30060,age,69.02618103648416,hl,goa
2009,30060,age,136.803951914302,hl,goa
2009,30420,age,209.90886533270927,hl,goa
2009,30420,age,217.55937468192303,hl,goa
2009,30420,age,369.78856004316543,hl,goa
2011,10110,age,323.03844750162733,hl,goa
2011,10110,age,258.6056060332098,hl,goa
2011,10110,age,511.34442962226547,hl,goa
2011,10130,age,206.3437209294243,hl,goa
2011,10130,age,102.61745604922284,hl,goa
2011,10130,age,236.0956812313609,hl,goa
2011,10180,age,183.632793202714,hl,goa
2011,10180,age,138.3822497456736,hl,goa
2011,10180,age,274.8377147567433,hl,goa
2011,21720,age,119.52102581597148,hl,goa
2011,21720,age,136.19412449807623,hl,goa
2011,21720,age,152.4292602432776,hl,goa
2011,21740,age,130.44886666810712,hl,goa
2011,21740,age,102.59617817450382,hl,goa
2011,21740,age,129.9887437841301,hl,goa
2011,30060,age,161.77135856324486,hl,goa
2011,30060,age,175.034660454366,hl,goa
2011,30060,age,229.7886959133669,hl,goa
2011,30420,age,138.02139258209814,hl,goa
2011,30420,age,101.55445270004516,hl,goa
2011,30420,age,215.31658750235417,hl,goa
2013,10110,age,294.4805219046486,hl,goa
2013,10110,age,204.3018248363023,hl,goa
2013,10110,age,445.1572228014559,hl,goa
2013,10130,age,191.19842187826512,hl,goa
2013,10130,age,138.7899244794481,hl,goa
2013,10130,age,321.9544990879899,hl,goa
2013,10180,age,138.75812917727214,hl,goa
2013,10180,age,142.5426637593464,hl,goa
2013,10180,age,253.203016774841,hl,goa
2013,21720,age,90.35180952909896,hl,goa
2013,21720,age,60.750029550904266,hl,goa
2013,21720,age,77.7462850601454,hl,goa
2013,21740,age,65.6159456921926,hl,goa
2013,21740,age,65.141639170239,hl,goa
2013,21740,age,68.24049194595594,hl,goa
2013,30060,age,255.37911808330193,hl,goa
2013,30060,age,241.5206457046,hl,goa
2013,30060,age,389.8252851841642,hl,goa
2013,30420,age,161.77251379963067,hl,goa
2013,30420,age,153.28005054386344,hl,goa
2013,30420,age,281.5294716343341,hl,goa
2015,10110,age,250.23170288936888,hl,goa
2015,10110,age,157.97463861293147,hl,goa
2015,10110,age,366.6633350483811,hl,goa
2015,10130,age,320.88412399256174,hl,goa
2015,10130,age,255.51855611053833,hl,goa
2015,10130,age,532.9168075617338,hl,goa
2015,10180,age,145.4794322989803,hl,goa
2015,10180,age,125.40783921340244,hl,goa
2015,10180,age,252.0512987550118,hl,goa
2015,21720,age,155.5319051621509,hl,goa
2015,21720,age,140.39324831055063,hl,goa
2015,21720,age,182.64821981059137,hl,goa
2015,21740,age,114.76573054312529,hl,goa
2015,21740,age,92.26017820972652,hl,goa
2015,21740,age,112.99198623041067,hl,goa
2015,30060,age,216.83891291647373,hl,goa
2015,30060,age,221.61943401560492,hl,goa
2015,30060,age,346.90934827880574,hl,goa
2015,30420,age,183.0982857043003,hl,goa
2015,30420,age,114.00617420140392,hl,goa
2015,30420,age,262.12617836705755,hl,goa
2017,10110,age,480.3936897464714,hl,goa
2017,10110,age,195.5374543851004,hl,goa
2017,10110,age,620.6529892209477,hl,goa
2017,10130,age,90.9201652115828,hl,goa
2017,10130,age,101.13691148534072,hl,goa
2017,10130,age,187.9662964985953,hl,goa
2017,10180,age,128.02438817085795,hl,goa
2017,10180,age,153.1744330555155,hl,goa
2017,10180,age,270.1465080546227,hl,goa
2017,21720,age,96.80730893016164,hl,goa
2017,21720,age,84.03045389377704,hl,goa
2017,21720,age,136.00450580438925,hl,goa
2017,21740,age,11.575400173217076,hl,goa
2017,21740,age,15.09201215306406,hl,goa
2017,21740,age,14.65566205600506,hl,goa
2017,30060,age,278.870096577254,hl,goa
2017,30060,age,245.9157223639036,hl,goa
2017,30060,age,406.28456205996696,hl,goa
2017,30420,age,168.54162740483358,hl,goa
2017,30420,age,141.47956356327472,hl,goa
2017,30420,age,276.44567013903253,hl,goa
2019,10110,age,549.1879851623992,hl,goa
2019,10110,age,299.3287620761124,hl,goa
2019,10110,age,781.170407400578,hl,goa
2019,10130,age,74.48050287435393,hl,goa
2019,10130,age,83.11149697631761,hl,goa
2019,10130,age,146.5224611309464,hl,goa
2019,10180,age,109.63105864616888,hl,goa
2019,10180,age,127.6874511403829,hl,goa
2019,10180,age,217.55827612406384,hl,goa
2019,21720,age,50.990094170120976,hl,goa
2019,21720,age,57.94257883478003,hl,goa
2019,21720,age,62.58229880526482,hl,goa
2019,21740,age,113.27639745107707,hl,goa
2019,21740,age,98.18093130839468,hl,goa
2019,21740,age,94.60574789593052,hl,goa
2019,30060,age,319.50335407497016,hl,goa
2019,30060,age,314.4725843286674,hl,goa
2019,30060,age,437.6139465769213,hl,goa
2019,30420,age,149.0809840776167,hl,goa
2019,30420,age,118.23549011735425,hl,goa
2019,30420,age,255.59625278055657,hl,goa
2021,10130,age,107.74371506309927,hl,goa
2021,10130,age,97.18740187886632,hl,goa
2021,10130,age,193.3372942837502,hl,goa
2021,21720,age,184.06808977165213,hl,goa
2021,21720,age,175.16423346424693,hl,goa
2021,21720,age,249.5018935122612,hl,goa
2021,21740,age,91.12103366775116,hl,goa
2021,21740,age,83.13832682022354,hl,goa
2021,21740,age,91.36597110205736,hl,goa
2021,30060,age,278.0410747394135,hl,goa
2021,30060,age,363.4927196764984,hl,goa
2021,30060,age,484.243983206923,hl,goa
2021,30420,age,173.92944880548387,hl,goa
2021,30420,age,194.13457359411152,hl,goa
2021,30420,age,336.9914433936133,hl,goa
1990,10110,age,27218.732500658687,ln,goa
1990,10110,age,10566.750904670482,ln,goa
1990,10110,age,38523.56727892926,ln,goa
1990,10130,age,15666.744278283684,ln,goa
1990,10130,age,13978.16909654838,ln,goa
1990,10130,age,30735.611594312188,ln,goa
1990,10180,age,7298.575338897531,ln,goa
1990,10180,age,2264.2220092505813,ln,goa
1990,10180,age,7293.8557147149,ln,goa
1990,21720,age,2342.731600970105,ln,goa
1990,21720,age,2070.784092154371,ln,goa
1990,21720,age,4700.4404856219435,ln,goa
1990,21740,age,15612.243058436656,ln,goa
1990,21740,age,10031.029541907455,ln,goa
1990,21740,age,52336.37490648125,ln,goa
1990,30060,age,9263.02657196908,ln,goa
1990,30060,age,9167.043356299511,ln,goa
1990,30060,age,23804.03543644697,ln,goa
1990,30420,age,4063.248081867785,ln,goa
1990,30420,age,6049.655245224166,ln,goa
1990,30420,age,9938.6573405820891,ln,goa
1993,10110,age,86002.32510837768,ln,goa
1993,10110,age,32697.641607883175,ln,goa
1993,10110,age,122023.81986686288,ln,goa
1993,10130,age,12153.705286188477,ln,goa
