year,species_code,sex_cat,iss,err_src,comp_type,region,species,type,max_age,max_len
1990,10110,female,86.96330319752091,all,age,goa,arrowtooth flounder,flatfish,21,870
1990,10110,male,34.681538470565215,all,age,goa,arrowtooth flounder,flatfish,14,720
1990,10110,total,104.130821913648,all,age,goa,arrowtooth flounder,flatfish,21,870
1990,10130,female,34.248453723843994,all,age,goa,flathead sole,flatfish,26,510
1990,10130,male,25.62902295399064,all,age,goa,flathead sole,flatfish,33,470
1990,10130,total,66.64620118553107,all,age,goa,flathead sole,flatfish,33,510
1990,10180,female,45.57189254996625,all,age,goa,Dover sole,flatfish,40,650
1990,10180,male,26.47788429837296,all,age,goa,Dover sole,flatfish,34,550
1990,10180,total,69.88273578799142,all,age,goa,Dover sole,flatfish,40,650
1990,21720,female,78.2835802123333,all,age,goa,Pacific cod,gadid,12,1050
1990,21720,male,63.561546530648315,all,age,goa,Pacific cod,gadid,10,980
1990,21720,total,101.37187121533422,all,age,goa,Pacific cod,gadid,12,1050
1990,21740,female,103.268514553191,all,age,goa,walleye pollock,gadid,16,770
1990,21740,male,75.54808936908486,all,age,goa,walleye pollock,gadid,16,710
1990,21740,total,103.91618246862969,all,age,goa,walleye pollock,gadid,16,770
1990,30060,female,94.8083902841707,all,age,goa,Pacific ocean perch,rockfish,71,500
1990,30060,male,150.62930491175345,all,age,goa,Pacific ocean perch,rockfish,75,470
1990,30060,total,144.85584299212164,all,age,goa,Pacific ocean perch,rockfish,75,500
1990,30420,female,40.248854146482635,all,age,goa,northern rockfish,rockfish,33,460
1990,30420,male,28.05454706972179,all,age,goa,northern rockfish,rockfish,33,450
1990,30420,total,55.6574671983855,all,age,goa,northern rockfish,rockfish,33,460
1993,10110,female,235.22454483278497,all,age,goa,arrowtooth flounder,flatfish,23,890
1993,10110,male,152.8893902439593,all,age,goa,arrowtooth flounder,flatfish,20,720
1993,10110,total,354.1319239403358,all,age,goa,arrowtooth flounder,flatfish,23,890
1993,10130,female,61.93459904687313,all,age,goa,flathead sole,flatfish,24,540
1993,10130,male,41.09747593990895,all,age,goa,flathead sole,flatfish,25,470
1993,10130,total,103.4286770833087,all,age,goa,flathead sole,flatfish,25,540
1993,10180,female,54.90805315528552,all,age,goa,Dover sole,flatfish,43,690
1993,10180,male,34.54183211254648,all,age,goa,Dover sole,flatfish,38,590
1993,10180,total,85.60556634654654,all,age,goa,Dover sole,flatfish,43,690
1993,21720,female,116.14451939962844,all,age,goa,Pacific cod,gadid,11,1070
1993,21720,male,106.4785232097741,all,age,goa,Pacific cod,gadid,10,1020
1993,21720,total,153.61389039714263,all,age,goa,Pacific cod,gadid,11,1070
1993,21740,female,178.73777999472696,all,age,goa,walleye pollock,gadid,16,820
1993,21740,male,134.59322900827578,all,age,goa,walleye pollock,gadid,16,710
1993,21740,total,181.03196286756489,all,age,goa,walleye pollock,gadid,16,820
1993,30060,female,151.20064000108917,all,age,goa,Pacific ocean perch,rockfish,75,520
1993,30060,male,167.81224126319194,all,age,goa,Pacific ocean perch,rockfish,79,480
1993,30060,total,239.19744271190308,all,age,goa,Pacific ocean perch,rockfish,79,520
1993,30420,female,22.55678704058127,all,age,goa,northern rockfish,rockfish,40,480
1993,30420,male,18.836352165732055,all,age,goa,northern rockfish,rockfish,39,450
1993,30420,total,44.09611549490618,all,age,goa,northern rockfish,rockfish,40,480
1996,10110,female,190.44942568009503,all,age,goa,arrowtooth flounder,flatfish,20,900
1996,10110,male,106.14529361710952,all,age,goa,arrowtooth flounder,flatfish,17,720
1996,10110,total,277.95661166630094,all,age,goa,arrowtooth flounder,flatfish,20,900
1996,10130,female,97.51915380291224,all,age,goa,flathead sole,flatfish,23,550
1996,10130,male,63.7758393333443,all,age,goa,flathead sole,flatfish,25,510
1996,10130,total,146.39668282190115,all,age,goa,flathead sole,flatfish,25,550
1996,10180,female,79.38364398725929,all,age,goa,Dover sole,flatfish,45,640
1996,10180,male,57.51559891681813,all,age,goa,Dover sole,flatfish,42,570
1996,10180,total,132.94679951959571,all,age,goa,Dover sole,flatfish,45,640
1996,20510,female,72.68220872952601,all,age,goa,sablefish,other,20,1060
1996,20510,male,71.83899355543409,all,age,goa,sablefish,other,26,810
1996,20510,total,113.3626573240048,all,age,goa,sablefish,other,26,1060
1996,21720,female,58.09094361019043,all,age,goa,Pacific cod,gadid,11,1070
1996,21720,male,26.54599985003241,all,age,goa,Pacific cod,gadid,12,1030
1996,21720,total,41.961317725470515,all,age,goa,Pacific cod,gadid,12,1070
1996,21740,female,85.37725592920658,all,age,goa,walleye pollock,gadid,17,760
1996,21740,male,53.392797365770726,all,age,goa,walleye pollock,gadid,18,720
1996,21740,total,40.25650521794432,all,age,goa,walleye pollock,gadid,18,760
1996,30060,female,70.8788125936901,all,age,goa,Pacific ocean perch,rockfish,61,550
1996,30060,male,70.74515121337343,all,age,goa,Pacific ocean perch,rockfish,84,480
1996,30060,total,108.2355563890826,all,age,goa,Pacific ocean perch,rockfish,84,550
1996,30420,female,63.1273487920612,all,age,goa,northern rockfish,rockfish,43,470
1996,30420,male,75.65058728479855,all,age,goa,northern rockfish,rockfish,43,440
1996,30420,total,134.70007364413888,all,age,goa,northern rockfish,rockfish,43,470
1999,10110,female,237.8558180970354,all,age,goa,arrowtooth flounder,flatfish,22,860
1999,10110,male,160.0108113303876,all,age,goa,arrowtooth flounder,flatfish,17,750
1999,10110,total,365.7399847644083,all,age,goa,arrowtooth flounder,flatfish,22,860
1999,10130,female,117.09655323871053,all,age,goa,flathead sole,flatfish,24,540
1999,10130,male,87.87660332532208,all,age,goa,flathead sole,flatfish,24,490
1999,10130,total,173.53320798310978,all,age,goa,flathead sole,flatfish,24,540
1999,10180,female,73.91295267098349,all,age,goa,Dover sole,flatfish,53,620
1999,10180,male,54.98001287806428,all,age,goa,Dover sole,flatfish,48,570
1999,10180,total,119.74206563299542,all,age,goa,Dover sole,flatfish,53,620
1999,20510,female,69.11724725077283,all,age,goa,sablefish,other,18,1040
1999,20510,male,77.5566135756507,all,age,goa,sablefish,other,19,840
1999,20510,total,106.45861815596926,all,age,goa,sablefish,other,19,1040
1999,21720,female,119.01877421154003,all,age,goa,Pacific cod,gadid,11,1000
1999,21720,male,107.94239597198548,all,age,goa,Pacific cod,gadid,10,1020
1999,21720,total,170.3903810660716,all,age,goa,Pacific cod,gadid,11,1020
1999,21740,female,111.73031197298108,all,age,goa,walleye pollock,gadid,17,770
1999,21740,male,63.45104927999433,all,age,goa,walleye pollock,gadid,15,710
1999,21740,total,100.33069025620657,all,age,goa,walleye pollock,gadid,17,770
1999,30060,female,78.24058371260716,all,age,goa,Pacific ocean perch,rockfish,63,530
1999,30060,male,75.48881926211698,all,age,goa,Pacific ocean perch,rockfish,81,480
1999,30060,total,110.31146557233548,all,age,goa,Pacific ocean perch,rockfish,81,530
1999,30420,female,33.136701390373084,all,age,goa,northern rockfish,rockfish,40,470
1999,30420,male,38.6815809053898,all,age,goa,northern rockfish,rockfish,41,440
1999,30420,total,59.33902168662383,all,age,goa,northern rockfish,rockfish,41,470
2001,10110,female,378.80680365563546,all,age,goa,arrowtooth flounder,flatfish,23,870
2001,10110,male,241.6268346000769,all,age,goa,arrowtooth flounder,flatfish,17,580
2001,10110,total,539.4967204597784,all,age,goa,arrowtooth flounder,flatfish,23,870
2001,10130,female,145.74251891475518,all,age,goa,flathead sole,flatfish,26,560
2001,10130,male,143.0593653722175,all,age,goa,flathead sole,flatfish,28,490
2001,10130,total,261.8199614573116,all,age,goa,flathead sole,flatfish,28,560
2001,10180,female,120.1440847938356,all,age,goa,Dover sole,flatfish,52,670
2001,10180,male,80.96170224547176,all,age,goa,Dover sole,flatfish,47,670
2001,10180,total,192.89264542325935,all,age,goa,Dover sole,flatfish,52,670
2001,21720,female,105.25160520822864,all,age,goa,Pacific cod,gadid,12,1020
2001,21720,male,99.22217728212873,all,age,goa,Pacific cod,gadid,10,1010
2001,21720,total,129.81951284368864,all,age,goa,Pacific cod,gadid,12,1020
2001,21740,female,37.71611431524862,all,age,goa,walleye pollock,gadid,15,770
2001,21740,male,27.694266239587808,all,age,goa,walleye pollock,gadid,13,700
2001,21740,total,34.70269427378913,all,age,goa,walleye pollock,gadid,15,770
2001,30420,female,56.841060856682056,all,age,goa,northern rockfish,rockfish,60,500
2001,30420,male,55.29178641358315,all,age,goa,northern rockfish,rockfish,60,450
2001,30420,total,102.47745650018544,all,age,goa,northern rockfish,rockfish,60,500
2003,10110,female,196.9901251344361,all,age,goa,arrowtooth flounder,flatfish,25,870
2003,10110,male,154.89830716247246,all,age,goa,arrowtooth flounder,flatfish,19,780
2003,10110,total,285.90608127916084,all,age,goa,arrowtooth flounder,flatfish,25,870
2003,10130,female,96.68175799929668,all,age,goa,flathead sole,flatfish,24,620
2003,10130,male,102.79038037749602,all,age,goa,flathead sole,flatfish,25,480
2003,10130,total,195.58008465792423,all,age,goa,flathead sole,flatfish,25,620
2003,10180,female,113.46220879859273,all,age,goa,Dover sole,flatfish,49,670
2003,10180,male,81.54215161636323,all,age,goa,Dover sole,flatfish,52,600
2003,10180,total,166.48344300010885,all,age,goa,Dover sole,flatfish,52,670
2003,21720,female,139.78619649401512,all,age,goa,Pacific cod,gadid,12,980
2003,21720,male,118.09191847349824,all,age,goa,Pacific cod,gadid,12,920
2003,21720,total,200.52008250688104,all,age,goa,Pacific cod,gadid,12,980
2003,21740,female,151.2333065451457,all,age,goa,walleye pollock,gadid,13,780
2003,21740,male,127.77661075533756,all,age,goa,walleye pollock,gadid,13,770
2003,21740,total,175.8128426567723,all,age,goa,walleye pollock,gadid,13,780
2003,30060,female,153.52160582231875,all,age,goa,Pacific ocean perch,rockfish,72,620
2003,30060,male,150.63204820866142,all,age,goa,Pacific ocean perch,rockfish,74,530
2003,30060,total,246.74324097614377,all,age,goa,Pacific ocean perch,rockfish,74,620
2003,30420,female,18.123760180007547,all,age,goa,northern rockfish,rockfish,39,490
2003,30420,male,24.842665824403305,all,age,goa,northern rockfish,rockfish,37,450
2003,30420,total,42.970011242106736,all,age,goa,northern rockfish,rockfish,39,490
2005,10110,female,180.43068840581216,all,age,goa,arrowtooth flounder,flatfish,22,900
2005,10110,male,140.64693950939417,all,age,goa,arrowtooth flounder,flatfish,18,710
2005,10110,total,293.18870160957016,all,age,goa,arrowtooth flounder,flatfish,22,900
2005,10130,female,100.44616550558555,all,age,goa,flathead sole,flatfish,26,710
2005,10130,male,76.89561845779195,all,age,goa,flathead sole,flatfish,24,700
2005,10130,total,156.69034131925534,all,age,goa,flathead sole,flatfish,26,710
2005,10180,female,124.26825775319143,all,age,goa,Dover sole,flatfish,53,660
2005,10180,male,89.2874708766058,all,age,goa,Dover sole,flatfish,54,560
2005,10180,total,191.35979766689545,all,age,goa,Dover sole,flatfish,54,660
2005,21720,female,61.12464742821883,all,age,goa,Pacific cod,gadid,12,1060
2005,21720,male,66.92965008311977,all,age,goa,Pacific cod,gadid,14,1050
2005,21720,total,85.07700955122075,all,age,goa,Pacific cod,gadid,14,1060
2005,21740,female,192.023715340556,all,age,goa,walleye pollock,gadid,13,780
2005,21740,male,141.27238520582011,all,age,goa,walleye pollock,gadid,12,740
2005,21740,total,76.27628038118239,all,age,goa,walleye pollock,gadid,13,780
2005,30060,female,165.2735103237923,all,age,goa,Pacific ocean perch,rockfish,40,610
2005,30060,male,169.87371736658363,all,age,goa,Pacific ocean perch,rockfish,88,470
2005,30060,total,277.0631978476525,all,age,goa,Pacific ocean perch,rockfish,88,610
2005,30420,female,36.46929763696489,all,age,goa,northern rockfish,rockfish,67,470
2005,30420,male,50.97975954232444,all,age,goa,northern rockfish,rockfish,45,470
2005,30420,total,70.38725560744443,all,age,goa,northern rockfish,rockfish,67,470
2007,10110,female,186.64297955782223,all,age,goa,arrowtooth flounder,flatfish,25,850
2007,10110,male,128.63312776114057,all,age,goa,arrowtooth flounder,flatfish,24,680
2007,10110,total,294.20940317033944,all,age,goa,arrowtooth flounder,flatfish,25,850
2007,10130,female,169.969989383823,all,age,goa,flathead sole,flatfish,28,550
2007,10130,male,122.97934133620964,all,age,goa,flathead sole,flatfish,24,490
2007,10130,total,275.72833751128974,all,age,goa,flathead sole,flatfish,28,550
2007,10180,female,88.35828848580427,all,age,goa,Dover sole,flatfish,53,750
2007,10180,male,80.93905497885027,all,age,goa,Dover sole,flatfish,54,600
2007,10180,total,158.4991351998047,all,age,goa,Dover sole,flatfish,54,750
2007,21720,female,34.108250083917504,all,age,goa,Pacific cod,gadid,11,1100
2007,21720,male,38.62772645078015,all,age,goa,Pacific cod,gadid,11,1030
2007,21720,total,41.24433821893186,all,age,goa,Pacific cod,gadid,11,1100
2007,21740,female,83.98565678698506,all,age,goa,walleye pollock,gadid,13,780
2007,21740,male,83.57880586389813,all,age,goa,walleye pollock,gadid,13,710
2007,21740,total,95.82495430598722,all,age,goa,walleye pollock,gadid,13,780
2007,30060,female,167.5739093312378,all,age,goa,Pacific ocean perch,rockfish,84,490
2007,30060,male,148.94950499811694,all,age,goa,Pacific ocean perch,rockfish,82,460
2007,30060,total,279.9741041434336,all,age,goa,Pacific ocean perch,rockfish,84,490
2007,30420,female,118.3629921101401,all,age,goa,northern rockfish,rockfish,47,490
2007,30420,male,100.76042550098953,all,age,goa,northern rockfish,rockfish,51,490
2007,30420,total,193.56797227974775,all,age,goa,northern rockfish,rockfish,51,490
2009,10110,female,193.0486319725839,all,age,goa,arrowtooth flounder,flatfish,29,870
2009,10110,male,149.82520468992865,all,age,goa,arrowtooth flounder,flatfish,32,720
2009,10110,total,290.6243264927855,all,age,goa,arrowtooth flounder,flatfish,32,870
2009,10130,female,139.0370010269545,all,age,goa,flathead sole,flatfish,29,560
2009,10130,male,114.60279988987584,all,age,goa,flathead sole,flatfish,28,470
2009,10130,total,227.6403146476358,all,age,goa,flathead sole,flatfish,29,560
2009,10180,female,116.29159118865886,all,age,goa,Dover sole,flatfish,57,730
2009,10180,male,93.73087527846134,all,age,goa,Dover sole,flatfish,57,580
2009,10180,total,198.1310427309448,all,age,goa,Dover sole,flatfish,57,730
2009,21720,female,75.48648215145572,all,age,goa,Pacific cod,gadid,10,1050
2009,21720,male,62.272858459804254,all,age,goa,Pacific cod,gadid,9,960
2009,21720,total,14.196493274644313,all,age,goa,Pacific cod,gadid,10,1050
2009,21740,female,105.15518984074224,all,age,goa,walleye pollock,gadid,14,790
2009,21740,male,87.32345905576369,all,age,goa,walleye pollock,gadid,14,950
2009,21740,total,73.1472219703817,all,age,goa,walleye pollock,gadid,14,950
2009,30060,female,57.550274586474224,all,age,goa,Pacific ocean perch,rockfish,64,660
2009,30060,male,41.87193092381505,all,age,goa,Pacific ocean perch,rockfish,72,790
2009,30060,total,90.02914014024532,all,age,goa,Pacific ocean perch,rockfish,72,790
2009,30420,female,115.7852573171532,all,age,goa,northern rockfish,rockfish,72,480
2009,30420,male,119.5195772943088,all,age,goa,northern rockfish,rockfish,54,470
2009,30420,total,212.93465382822055,all,age,goa,northern rockfish,rockfish,72,480
2011,10110,female,181.46809890753693,all,age,goa,arrowtooth flounder,flatfish,28,990
2011,10110,male,133.79928351586267,all,age,goa,arrowtooth flounder,flatfish,26,720
2011,10110,total,286.9909915572568,all,age,goa,arrowtooth flounder,flatfish,28,990
2011,10130,female,118.94341434396569,all,age,goa,flathead sole,flatfish,22,570
2011,10130,male,64.96849230227494,all,age,goa,flathead sole,flatfish,25,490
2011,10130,total,154.12582388336642,all,age,goa,flathead sole,flatfish,25,570
2011,10180,female,102.71903959930876,all,age,goa,Dover sole,flatfish,56,680
2011,10180,male,76.55602645386378,all,age,goa,Dover sole,flatfish,59,560
2011,10180,total,157.78250311267857,all,age,goa,Dover sole,flatfish,59,680
2011,21720,female,89.8204454126984,all,age,goa,Pacific cod,gadid,12,1080
2011,21720,male,104.81386301800796,all,age,goa,Pacific cod,gadid,8,910
2011,21720,total,126.84050833207752,all,age,goa,Pacific cod,gadid,12,1080
2011,21740,female,110.62476630893973,all,age,goa,walleye pollock,gadid,16,800
2011,21740,male,84.72618178904897,all,age,goa,walleye pollock,gadid,12,720
2011,21740,total,109.38523647760044,all,age,goa,walleye pollock,gadid,16,800
2011,30060,female,115.53098581562024,all,age,goa,Pacific ocean perch,rockfish,63,650
2011,30060,male,124.12362086236388,all,age,goa,Pacific ocean perch,rockfish,63,460
2011,30060,total,181.03991625992472,all,age,goa,Pacific ocean perch,rockfish,63,650
2011,30420,female,76.22037276354938,all,age,goa,northern rockfish,rockfish,54,490
2011,30420,male,57.75505341507857,all,age,goa,northern rockfish,rockfish,57,490
2011,30420,total,125.83775779690428,all,age,goa,northern rockfish,rockfish,57,490
2013,10110,female,184.40188287713272,all,age,goa,arrowtooth flounder,flatfish,25,870
2013,10110,male,126.74348753626406,all,age,goa,arrowtooth flounder,flatfish,22,680
2013,10110,total,281.2907265770181,all,age,goa,arrowtooth flounder,flatfish,25,870
2013,10130,female,107.39077826214957,all,age,goa,flathead sole,flatfish,24,560
2013,10130,male,84.37492268743712,all,age,goa,flathead sole,flatfish,21,500
2013,10130,total,193.103027029712,all,age,goa,flathead sole,flatfish,24,560
2013,10180,female,83.7566824975529,all,age,goa,Dover sole,flatfish,56,660
2013,10180,male,80.76882323904226,all,age,goa,Dover sole,flatfish,57,600
2013,10180,total,159.92211550550223,all,age,goa,Dover sole,flatfish,57,660
2013,21720,female,78.78830900410694,all,age,goa,Pacific cod,gadid,9,1100
2013,21720,male,52.724718461310424,all,age,goa,Pacific cod,gadid,11,890
2013,21720,total,71.28294711868965,all,age,goa,Pacific cod,gadid,11,1100
2013,21740,female,66.46055728349153,all,age,goa,walleye pollock,gadid,16,780
2013,21740,male,64.17007646274564,all,age,goa,walleye pollock,gadid,16,840
2013,21740,total,69.997147576192,all,age,goa,walleye pollock,gadid,16,840
2013,30060,female,158.48355058885582,all,age,goa,Pacific ocean perch,rockfish,57,490
2013,30060,male,136.0916393686344,all,age,goa,Pacific ocean perch,rockfish,69,680
2013,30060,total,250.6972528790195,all,age,goa,Pacific ocean perch,rockfish,69,680
2013,30420,female,92.10790614443592,all,age,goa,northern rockfish,rockfish,55,490
2013,30420,male,80.02629664664912,all,age,goa,northern rockfish,rockfish,56,490
2013,30420,total,160.61317304211045,all,age,goa,northern rockfish,rockfish,56,490
2015,10110,female,148.97469139789465,all,age,goa,arrowtooth flounder,flatfish,24,850
2015,10110,male,101.14059698658454,all,age,goa,arrowtooth flounder,flatfish,19,790
2015,10110,total,232.6795713712624,all,age,goa,arrowtooth flounder,flatfish,24,850
2015,10130,female,194.2335978405212,all,age,goa,flathead sole,flatfish,25,580
2015,10130,male,155.36757131548714,all,age,goa,flathead sole,flatfish,28,690
2015,10130,total,323.3461466690206,all,age,goa,flathead sole,flatfish,28,690
2015,10180,female,102.84972541971678,all,age,goa,Dover sole,flatfish,56,680
2015,10180,male,82.53727029186346,all,age,goa,Dover sole,flatfish,47,600
2015,10180,total,178.13502702784805,all,age,goa,Dover sole,flatfish,56,680
2015,21720,female,106.98050561975816,all,age,goa,Pacific cod,gadid,10,1020
2015,21720,male,99.65797586166798,all,age,goa,Pacific cod,gadid,8,980
2015,21720,total,137.65147840604695,all,age,goa,Pacific cod,gadid,10,1020
2015,21740,female,99.65304788728486,all,age,goa,walleye pollock,gadid,13,770
2015,21740,male,86.12181024154263,all,age,goa,walleye pollock,gadid,17,990
2015,21740,total,106.77280388475812,all,age,goa,walleye pollock,gadid,17,990
2015,30060,female,128.94594109190754,all,age,goa,Pacific ocean perch,rockfish,51,700
2015,30060,male,132.32563445319855,all,age,goa,Pacific ocean perch,rockfish,71,540
2015,30060,total,228.93070494210676,all,age,goa,Pacific ocean perch,rockfish,71,700
2015,30420,female,101.93943950151048,all,age,goa,northern rockfish,rockfish,57,490
2015,30420,male,64.77129511637727,all,age,goa,northern rockfish,rockfish,54,470
2015,30420,total,151.75490987609874,all,age,goa,northern rockfish,rockfish,57,490
2017,10110,female,348.5335005755095,all,age,goa,arrowtooth flounder,flatfish,20,810
2017,10110,male,147.31761118653316,all,age,goa,arrowtooth flounder,flatfish,18,660
2017,10110,total,481.13138855459647,all,age,goa,arrowtooth flounder,flatfish,20,810
2017,10130,female,83.1394883022217,all,age,goa,flathead sole,flatfish,18,540
2017,10130,male,91.73603105051086,all,age,goa,flathead sole,flatfish,19,460
2017,10130,total,172.56040630992942,all,age,goa,flathead sole,flatfish,19,540
2017,10180,female,73.99070931119982,all,age,goa,Dover sole,flatfish,54,660
2017,10180,male,87.20595069991236,all,age,goa,Dover sole,flatfish,57,550
2017,10180,total,158.0459615812259,all,age,goa,Dover sole,flatfish,57,660
2017,21720,female,60.54130322997885,all,age,goa,Pacific cod,gadid,9,980
2017,21720,male,52.73091242255037,all,age,goa,Pacific cod,gadid,8,920
2017,21720,total,93.3890090757777,all,age,goa,Pacific cod,gadid,9,980
2017,21740,female,11.11513348295084,all,age,goa,walleye pollock,gadid,11,740
2017,21740,male,13.833919302725889,all,age,goa,walleye pollock,gadid,14,650
2017,21740,total,13.989482096795491,all,age,goa,walleye pollock,gadid,14,740
2017,30060,female,162.15346324268847,all,age,goa,Pacific ocean perch,rockfish,53,520
2017,30060,male,145.09045356520477,all,age,goa,Pacific ocean perch,rockfish,50,460
2017,30060,total,263.9671965375367,all,age,goa,Pacific ocean perch,rockfish,53,520
2017,30420,female,91.14364968384588,all,age,goa,northern rockfish,rockfish,55,490
2017,30420,male,76.02467615390763,all,age,goa,northern rockfish,rockfish,53,470
2017,30420,total,157.0122528696219,all,age,goa,northern rockfish,rockfish,55,490
2019,10110,female,383.3035029635829,all,age,goa,arrowtooth flounder,flatfish,22,830
2019,10110,male,209.62658060850583,all,age,goa,arrowtooth flounder,flatfish,14,630
2019,10110,total,564.915505724585,all,age,goa,arrowtooth flounder,flatfish,22,830
2019,10130,female,70.32344368780832,all,age,goa,flathead sole,flatfish,19,530
2019,10130,male,74.0124791141289,all,age,goa,flathead sole,flatfish,20,500
2019,10130,total,132.47841521218885,all,age,goa,flathead sole,flatfish,20,530
2019,10180,female,64.47278642701991,all,age,goa,Dover sole,flatfish,64,630
2019,10180,male,78.80020790472571,all,age,goa,Dover sole,flatfish,57,570
2019,10180,total,139.8159603262033,all,age,goa,Dover sole,flatfish,64,630
2019,21720,female,44.20833789689294,all,age,goa,Pacific cod,gadid,10,1000
2019,21720,male,49.312421444672765,all,age,goa,Pacific cod,gadid,12,940
2019,21720,total,58.335422178701,all,age,goa,Pacific cod,gadid,12,1000
2019,21740,female,96.59848638634188,all,age,goa,walleye pollock,gadid,10,680
2019,21740,male,83.57408373873488,all,age,goa,walleye pollock,gadid,11,670
2019,21740,total,86.24456059980805,all,age,goa,walleye pollock,gadid,11,680
2019,30060,female,221.61085622187892,all,age,goa,Pacific ocean perch,rockfish,61,500
2019,30060,male,226.88790502499452,all,age,goa,Pacific ocean perch,rockfish,59,560
2019,30060,total,336.62534783416976,all,age,goa,Pacific ocean perch,rockfish,61,560
2019,30420,female,82.95875325209161,all,age,goa,northern rockfish,rockfish,57,470
2019,30420,male,63.04053530096616,all,age,goa,northern rockfish,rockfish,58,470
2019,30420,total,144.798285181331,all,age,goa,northern rockfish,rockfish,58,470
2021,10130,female,88.73243849856972,all,age,goa,flathead sole,flatfish,22,540
2021,10130,male,86.31325529346597,all,age,goa,flathead sole,flatfish,20,470
2021,10130,total,168.15204167674048,all,age,goa,flathead sole,flatfish,22,540
2021,21720,female,103.18317750447332,all,age,goa,Pacific cod,gadid,10,1020
2021,21720,male,103.55166673271376,all,age,goa,Pacific cod,gadid,10,950
2021,21720,total,154.2164795694632,all,age,goa,Pacific cod,gadid,10,1020
2021,21740,female,84.30956699139443,all,age,goa,walleye pollock,gadid,11,690
2021,21740,male,78.59228946383159,all,age,goa,walleye pollock,gadid,11,660
2021,21740,total,87.47086015938076,all,age,goa,walleye pollock,gadid,11,690
2021,30060,female,184.2659911197901,all,age,goa,Pacific ocean perch,rockfish,46,490
2021,30060,male,229.43048377340247,all,age,goa,Pacific ocean perch,rockfish,65,480
2021,30060,total,356.19750808589396,all,age,goa,Pacific ocean perch,rockfish,65,490
2021,30420,female,97.63327890419284,all,age,goa,northern rockfish,rockfish,58,480
2021,30420,male,107.4548602455626,all,age,goa,northern rockfish,rockfish,56,480
2021,30420,total,194.898325374761,all,age,goa,northern rockfish,rockfish,58,480
1990,10110,female,147.81146388150373,hl,age,goa,arrowtooth flounder,flatfish,21,870
1990,10110,male,57.07117508928541,hl,age,goa,arrowtooth flounder,flatfish,14,720
1990,10110,total,158.86989904203378,hl,age,goa,arrowtooth flounder,flatfish,21,870
1990,10130,female,51.69813325920573,hl,age,goa,flathead sole,flatfish,26,510
1990,10130,male,50.03604974933266,hl,age,goa,flathead sole,flatfish,33,470
1990,10130,total,114.95011179729508,hl,age,goa,flathead sole,flatfish,33,510
1990,10180,female,70.65714426569807,hl,age,goa,Dover sole,flatfish,40,650
1990,10180,male,39.58096496764443,hl,age,goa,Dover sole,flatfish,34,550
1990,10180,total,101.29137642605669,hl,age,goa,Dover sole,flatfish,40,650
1990,21720,female,118.36671930126904,hl,age,goa,Pacific cod,gadid,12,1050
1990,21720,male,86.83946344386028,hl,age,goa,Pacific cod,gadid,10,980
1990,21720,total,134.22183016930688,hl,age,goa,Pacific cod,gadid,12,1050
1990,21740,female,118.4124069653219,hl,age,goa,walleye pollock,gadid,16,770
1990,21740,male,85.20892199242836,hl,age,goa,walleye pollock,gadid,16,710
1990,21740,total,113.86820526517566,hl,age,goa,walleye pollock,gadid,16,770
1990,30060,female,121.99057100027773,hl,age,goa,Pacific ocean perch,rockfish,71,500
1990,30060,male,204.43002026792408,hl,age,goa,Pacific ocean perch,rockfish,75,470
1990,30060,total,179.7973437191746,hl,age,goa,Pacific ocean perch,rockfish,75,500
1990,30420,female,54.4408981054977,hl,age,goa,northern rockfish,rockfish,33,460
1990,30420,male,42.15276268857384,hl,age,goa,northern rockfish,rockfish,33,450
1990,30420,total,71.88777147401977,hl,age,goa,northern rockfish,rockfish,33,460
1993,10110,female,443.7933247070251,hl,age,goa,arrowtooth flounder,flatfish,23,890
1993,10110,male,266.81417997573294,hl,age,goa,arrowtooth flounder,flatfish,20,720
1993,10110,total,627.9576653090121,hl,age,goa,arrowtooth flounder,flatfish,23,890
1993,10130,female,116.81070793212848,hl,age,goa,flathead sole,flatfish,24,540
1993,10130,male,70.16944361629797,hl,age,goa,flathead sole,flatfish,25,470
1993,10130,total,173.5932398765031,hl,age,goa,flathead sole,flatfish,25,540
1993,10180,female,101.07813417407613,hl,age,goa,Dover sole,flatfish,43,690
1993,10180,male,63.902355281121835,hl,age,goa,Dover sole,flatfish,38,590
1993,10180,total,154.10658105001113,hl,age,goa,Dover sole,flatfish,43,690
1993,21720,female,145.85462606411983,hl,age,goa,Pacific cod,gadid,11,1070
1993,21720,male,148.59867046909378,hl,age,goa,Pacific cod,gadid,10,1020
1993,21720,total,184.7211216181812,hl,age,goa,Pacific cod,gadid,11,1070
1993,21740,female,226.32365665428185,hl,age,goa,walleye pollock,gadid,16,820
1993,21740,male,165.2798941318428,hl,age,goa,walleye pollock,gadid,16,710
1993,21740,total,203.7982669933652,hl,age,goa,walleye pollock,gadid,16,820
1993,30060,female,189.61182230051065,hl,age,goa,Pacific ocean perch,rockfish,75,520
1993,30060,male,242.78756205920163,hl,age,goa,Pacific ocean perch,rockfish,79,480
1993,30060,total,281.9425513414116,hl,age,goa,Pacific ocean perch,rockfish,79,520
1993,30420,female,31.498319022526104,hl,age,goa,northern rockfish,rockfish,40,480
1993,30420,male,30.620837483752236,hl,age,goa,northern rockfish,rockfish,39,450
1993,30420,total,66.65235953648019,hl,age,goa,northern rockfish,rockfish,40,480
