year,species_code,sex_cat,iss,err_src,comp_type,region,species,type,max_age,max_len
2018,21921,total,142.46191093066054,hl,age,ai,Atka mackerel,other,13,530
2018,30060,female,274.2133781835337,hl,age,ai,Pacific ocean perch,rockfish,79,520
2018,30060,male,358.6372102038033,hl,age,ai,Pacific ocean perch,rockfish,94,480
2018,30060,total,599.198141534265,hl,age,ai,Pacific ocean perch,rockfish,94,520
2018,30420,female,252.85167376609783,hl,age,ai,northern rockfish,rockfish,66,470
2018,30420,male,142.1428278393773,hl,age,ai,northern rockfish,rockfish,63,450
2018,30420,total,402.53762491508775,hl,age,ai,northern rockfish,rockfish,66,470
1991,21720,female,1953.6026487385589,ln,age,ai,Pacific cod,gadid,11,1150
1991,21720,male,2821.6227321022848,ln,age,ai,Pacific cod,gadid,10,1070
1991,21720,total,8630.830593763927,ln,age,ai,Pacific cod,gadid,11,1150
1991,21740,female,11338.95452713372,ln,age,ai,walleye pollock,gadid,19,820
1991,21740,male,13862.919477173276,ln,age,ai,walleye pollock,gadid,21,690
1991,21740,total,29030.31487177788,ln,age,ai,walleye pollock,gadid,21,820
1991,21921,female,3223.9525711574606,ln,age,ai,Atka mackerel,other,10,520
1991,21921,male,2213.613554586163,ln,age,ai,Atka mackerel,other,8,460
1991,21921,total,5315.582018238386,ln,age,ai,Atka mackerel,other,10,520
1991,30060,female,13162.81723509105,ln,age,ai,Pacific ocean perch,rockfish,80,490
1991,30060,male,17593.240969203907,ln,age,ai,Pacific ocean perch,rockfish,86,460
1991,30060,total,35499.98718210097,ln,age,ai,Pacific ocean perch,rockfish,86,490
1991,30420,female,4895.756232761969,ln,age,ai,northern rockfish,rockfish,68,410
1991,30420,male,2074.6607934964486,ln,age,ai,northern rockfish,rockfish,39,400
1991,30420,total,7505.838823329435,ln,age,ai,northern rockfish,rockfish,68,410
1994,21720,female,1762.23391200579,ln,age,ai,Pacific cod,gadid,11,1140
1994,21720,male,2131.164981135097,ln,age,ai,Pacific cod,gadid,10,1130
1994,21720,total,9597.46726320303,ln,age,ai,Pacific cod,gadid,11,1140
1994,21740,female,10791.615516180833,ln,age,ai,walleye pollock,gadid,17,810
1994,21740,male,8379.260713334947,ln,age,ai,walleye pollock,gadid,18,740
1994,21740,total,59004.50684981029,ln,age,ai,walleye pollock,gadid,18,810
1994,21921,female,5540.6642519291345,ln,age,ai,Atka mackerel,other,14,540
1994,21921,male,3448.2212818681214,ln,age,ai,Atka mackerel,other,10,510
1994,21921,total,9996.244418885057,ln,age,ai,Atka mackerel,other,14,540
1994,30060,female,20619.198212710195,ln,age,ai,Pacific ocean perch,rockfish,93,510
1994,30060,male,22244.91843163073,ln,age,ai,Pacific ocean perch,rockfish,81,480
1994,30060,total,41269.00765373634,ln,age,ai,Pacific ocean perch,rockfish,93,510
1994,30420,female,6833.226149948678,ln,age,ai,northern rockfish,rockfish,66,490
1994,30420,male,4605.721402020414,ln,age,ai,northern rockfish,rockfish,50,430
1994,30420,total,10801.165100042506,ln,age,ai,northern rockfish,rockfish,66,490
1997,21720,female,4640.444622129401,ln,age,ai,Pacific cod,gadid,12,1130
1997,21720,male,4891.30843136394,ln,age,ai,Pacific cod,gadid,13,1060
1997,21720,total,13926.367435118147,ln,age,ai,Pacific cod,gadid,13,1130
1997,21740,female,12732.519921077168,ln,age,ai,walleye pollock,gadid,20,750
1997,21740,male,9121.532717997816,ln,age,ai,walleye pollock,gadid,19,710
1997,21740,total,22498.026015635707,ln,age,ai,walleye pollock,gadid,20,750
1997,21921,female,4419.236779481736,ln,age,ai,Atka mackerel,other,13,530
1997,21921,male,2718.0898242491317,ln,age,ai,Atka mackerel,other,13,520
1997,21921,total,7854.922117392089,ln,age,ai,Atka mackerel,other,13,530
1997,30060,female,32095.606659435543,ln,age,ai,Pacific ocean perch,rockfish,80,490
1997,30060,male,39402.40760422113,ln,age,ai,Pacific ocean perch,rockfish,78,490
1997,30060,total,83290.94903367494,ln,age,ai,Pacific ocean perch,rockfish,80,490
1997,30420,female,11007.604060614018,ln,age,ai,northern rockfish,rockfish,58,440
1997,30420,male,6590.453031681653,ln,age,ai,northern rockfish,rockfish,72,420
1997,30420,total,17846.887824934878,ln,age,ai,northern rockfish,rockfish,72,440
2000,21720,female,3205.771142697427,ln,age,ai,Pacific cod,gadid,10,1150
2000,21720,male,3060.0004999472862,ln,age,ai,Pacific cod,gadid,10,1100
2000,21720,total,7162.225314358402,ln,age,ai,Pacific cod,gadid,10,1150
2000,21740,female,8785.480333618436,ln,age,ai,walleye pollock,gadid,21,840
2000,21740,male,6033.616914478207,ln,age,ai,walleye pollock,gadid,17,780
2000,21740,total,27821.055250706868,ln,age,ai,walleye pollock,gadid,21,840
2000,21921,female,2739.512992574584,ln,age,ai,Atka mackerel,other,15,570
2000,21921,male,2204.5692075347993,ln,age,ai,Atka mackerel,other,15,690
2000,21921,total,15130.04282746145,ln,age,ai,Atka mackerel,other,15,690
2000,30060,female,25569.474039232573,ln,age,ai,Pacific ocean perch,rockfish,90,510
2000,30060,male,30736.727344511157,ln,age,ai,Pacific ocean perch,rockfish,100,600
2000,30060,total,67901.08250222835,ln,age,ai,Pacific ocean perch,rockfish,100,600
2000,30420,female,17378.066458765137,ln,age,ai,northern rockfish,rockfish,57,450
2000,30420,male,9325.211334158575,ln,age,ai,northern rockfish,rockfish,61,430
2000,30420,total,25830.20135076769,ln,age,ai,northern rockfish,rockfish,61,450
2002,21720,female,3689.9273804036056,ln,age,ai,Pacific cod,gadid,11,1150
2002,21720,male,4123.440311809022,ln,age,ai,Pacific cod,gadid,11,1070
2002,21720,total,10070.457575181905,ln,age,ai,Pacific cod,gadid,11,1150
2002,21740,female,14884.46434147557,ln,age,ai,walleye pollock,gadid,20,830
2002,21740,male,9956.602161963108,ln,age,ai,walleye pollock,gadid,23,750
2002,21740,total,30010.533948505512,ln,age,ai,walleye pollock,gadid,23,830
2002,21921,female,8031.598916168165,ln,age,ai,Atka mackerel,other,13,560
2002,21921,male,10181.177892297428,ln,age,ai,Atka mackerel,other,10,630
2002,21921,total,23408.353352844555,ln,age,ai,Atka mackerel,other,13,630
2002,30060,female,11617.116789466225,ln,age,ai,Pacific ocean perch,rockfish,75,560
2002,30060,male,13827.630620224309,ln,age,ai,Pacific ocean perch,rockfish,65,470
2002,30060,total,27552.38787846651,ln,age,ai,Pacific ocean perch,rockfish,75,560
2002,30420,female,9709.435503907667,ln,age,ai,northern rockfish,rockfish,62,460
2002,30420,male,5229.995498018136,ln,age,ai,northern rockfish,rockfish,58,430
2002,30420,total,14512.892211895729,ln,age,ai,northern rockfish,rockfish,62,460
2004,21720,female,4917.0552265757015,ln,age,ai,Pacific cod,gadid,10,1110
2004,21720,male,4182.893488879777,ln,age,ai,Pacific cod,gadid,10,1050
2004,21720,total,10084.60240458381,ln,age,ai,Pacific cod,gadid,10,1110
2004,21740,female,3726.466015328814,ln,age,ai,walleye pollock,gadid,20,860
2004,21740,male,2333.783101818281,ln,age,ai,walleye pollock,gadid,17,780
2004,21740,total,6570.135614718597,ln,age,ai,walleye pollock,gadid,20,860
2004,21921,female,11081.63255020627,ln,age,ai,Atka mackerel,other,13,550
2004,21921,male,10728.997648110637,ln,age,ai,Atka mackerel,other,12,520
2004,21921,total,24260.897937334536,ln,age,ai,Atka mackerel,other,13,550
2004,30060,female,38843.10250179089,ln,age,ai,Pacific ocean perch,rockfish,78,520
2004,30060,male,63871.67665914238,ln,age,ai,Pacific ocean perch,rockfish,104,470
2004,30060,total,109835.88682258128,ln,age,ai,Pacific ocean perch,rockfish,104,520
2004,30420,female,37829.79723946034,ln,age,ai,northern rockfish,rockfish,65,460
2004,30420,male,15199.992575004206,ln,age,ai,northern rockfish,rockfish,55,470
2004,30420,total,53590.59704449943,ln,age,ai,northern rockfish,rockfish,65,470
2006,21720,female,2054.564336729598,ln,age,ai,Pacific cod,gadid,11,1160
2006,21720,male,2998.7837557333964,ln,age,ai,Pacific cod,gadid,11,1090
2006,21720,total,6471.864214163202,ln,age,ai,Pacific cod,gadid,11,1160
2006,21740,female,3173.0019312045833,ln,age,ai,walleye pollock,gadid,17,930
2006,21740,male,2332.141391722527,ln,age,ai,walleye pollock,gadid,21,720
2006,21740,total,5539.264135291616,ln,age,ai,walleye pollock,gadid,21,930
2006,21921,female,6375.96242052202,ln,age,ai,Atka mackerel,other,12,510
2006,21921,male,9183.601035919752,ln,age,ai,Atka mackerel,other,14,500
2006,21921,total,16751.099841428022,ln,age,ai,Atka mackerel,other,14,510
2006,30060,female,22437.312157869557,ln,age,ai,Pacific ocean perch,rockfish,80,510
2006,30060,male,27405.26135365408,ln,age,ai,Pacific ocean perch,rockfish,89,510
2006,30060,total,56339.10911090645,ln,age,ai,Pacific ocean perch,rockfish,89,510
2006,30420,female,22646.822503711606,ln,age,ai,northern rockfish,rockfish,68,440
2006,30420,male,10875.316671566152,ln,age,ai,northern rockfish,rockfish,74,430
2006,30420,total,31607.21832372644,ln,age,ai,northern rockfish,rockfish,74,440
2010,10110,female,4934.560794736363,ln,age,ai,arrowtooth flounder,flatfish,26,900
2010,10110,male,3056.586140214842,ln,age,ai,arrowtooth flounder,flatfish,34,670
2010,10110,total,8240.449978890201,ln,age,ai,arrowtooth flounder,flatfish,34,900
2010,10112,female,1512.1410418701523,ln,age,ai,Kamchatka flounder,flatfish,48,950
2010,10112,male,2343.4473787329407,ln,age,ai,Kamchatka flounder,flatfish,49,720
2010,10112,total,3854.752980299073,ln,age,ai,Kamchatka flounder,flatfish,49,950
2010,21720,female,3983.453577602056,ln,age,ai,Pacific cod,gadid,12,1150
2010,21720,male,5383.253640589193,ln,age,ai,Pacific cod,gadid,11,1110
2010,21720,total,11116.426477196675,ln,age,ai,Pacific cod,gadid,12,1150
2010,21740,female,2912.4361309074493,ln,age,ai,walleye pollock,gadid,22,810
2010,21740,male,5457.748030458828,ln,age,ai,walleye pollock,gadid,20,730
2010,21740,total,19558.056969090965,ln,age,ai,walleye pollock,gadid,22,810
2010,21921,female,2479.01724098253,ln,age,ai,Atka mackerel,other,12,580
2010,21921,male,1589.1580540607963,ln,age,ai,Atka mackerel,other,13,610
2010,21921,total,4588.9624929628235,ln,age,ai,Atka mackerel,other,13,610
2010,30060,female,27511.786050438703,ln,age,ai,Pacific ocean perch,rockfish,82,650
2010,30060,male,54033.22083301385,ln,age,ai,Pacific ocean perch,rockfish,73,470
2010,30060,total,84254.3328851083,ln,age,ai,Pacific ocean perch,rockfish,82,650
2010,30420,female,25222.658295252404,ln,age,ai,northern rockfish,rockfish,71,450
2010,30420,male,11096.27594641459,ln,age,ai,northern rockfish,rockfish,59,610
2010,30420,total,36410.4139645888,ln,age,ai,northern rockfish,rockfish,71,610
2012,10110,female,2917.048090147186,ln,age,ai,arrowtooth flounder,flatfish,34,900
2012,10110,male,2114.3320465168763,ln,age,ai,arrowtooth flounder,flatfish,27,690
2012,10110,total,5198.4042441172305,ln,age,ai,arrowtooth flounder,flatfish,34,900
2012,21720,female,2885.549671359864,ln,age,ai,Pacific cod,gadid,10,1160
2012,21720,male,2943.4916127299375,ln,age,ai,Pacific cod,gadid,11,1050
2012,21720,total,8028.366350388734,ln,age,ai,Pacific cod,gadid,11,1160
2012,21740,female,3551.8945060497704,ln,age,ai,walleye pollock,gadid,17,820
2012,21740,male,3113.710497543586,ln,age,ai,walleye pollock,gadid,20,740
2012,21740,total,10462.82647357338,ln,age,ai,walleye pollock,gadid,20,820
2012,21921,female,4609.588586503147,ln,age,ai,Atka mackerel,other,14,560
2012,21921,male,2331.9515469157895,ln,age,ai,Atka mackerel,other,17,570
2012,21921,total,8024.446635276988,ln,age,ai,Atka mackerel,other,17,570
2012,30060,female,31259.98426948644,ln,age,ai,Pacific ocean perch,rockfish,79,500
2012,30060,male,65212.65506014424,ln,age,ai,Pacific ocean perch,rockfish,89,520
2012,30060,total,92808.09493431888,ln,age,ai,Pacific ocean perch,rockfish,89,520
2012,30420,female,9258.17644954121,ln,age,ai,northern rockfish,rockfish,75,470
2012,30420,male,5626.490959673916,ln,age,ai,northern rockfish,rockfish,60,430
2012,30420,total,14692.520581263332,ln,age,ai,northern rockfish,rockfish,75,470
2014,10110,female,6829.974644355947,ln,age,ai,arrowtooth flounder,flatfish,27,900
2014,10110,male,4763.994339882391,ln,age,ai,arrowtooth flounder,flatfish,30,870
2014,10110,total,11579.867764530354,ln,age,ai,arrowtooth flounder,flatfish,30,900
2014,21720,female,2757.8130096337845,ln,age,ai,Pacific cod,gadid,13,1120
2014,21720,male,4009.59113228627,ln,age,ai,Pacific cod,gadid,11,1080
2014,21720,total,7929.418748284196,ln,age,ai,Pacific cod,gadid,13,1120
2014,21740,female,3692.3464915434106,ln,age,ai,walleye pollock,gadid,17,800
2014,21740,male,3160.855597767271,ln,age,ai,walleye pollock,gadid,18,730
2014,21740,total,42851.08529397292,ln,age,ai,walleye pollock,gadid,18,800
2014,21921,female,7793.81568255605,ln,age,ai,Atka mackerel,other,16,570
2014,21921,male,8247.604200213007,ln,age,ai,Atka mackerel,other,14,530
2014,21921,total,22611.937405978908,ln,age,ai,Atka mackerel,other,16,570
2014,30060,female,19711.961042471165,ln,age,ai,Pacific ocean perch,rockfish,90,640
2014,30060,male,32111.26795912671,ln,age,ai,Pacific ocean perch,rockfish,70,480
2014,30060,total,61012.66079988864,ln,age,ai,Pacific ocean perch,rockfish,90,640
2014,30420,female,19919.197803178457,ln,age,ai,northern rockfish,rockfish,54,510
2014,30420,male,10505.321516169775,ln,age,ai,northern rockfish,rockfish,57,450
2014,30420,total,30079.793369396528,ln,age,ai,northern rockfish,rockfish,57,510
2016,10110,female,5068.921933090382,ln,age,ai,arrowtooth flounder,flatfish,29,910
2016,10110,male,4208.680038609955,ln,age,ai,arrowtooth flounder,flatfish,37,800
2016,10110,total,9634.971494376236,ln,age,ai,arrowtooth flounder,flatfish,37,910
2016,10112,female,1372.460110496682,ln,age,ai,Kamchatka flounder,flatfish,43,910
2016,10112,male,2409.958533452864,ln,age,ai,Kamchatka flounder,flatfish,58,830
2016,10112,total,4080.415791415719,ln,age,ai,Kamchatka flounder,flatfish,58,910
2016,21720,female,3844.591173032453,ln,age,ai,Pacific cod,gadid,9,1150
2016,21720,male,4337.488055687636,ln,age,ai,Pacific cod,gadid,11,1080
2016,21720,total,9396.880453000444,ln,age,ai,Pacific cod,gadid,11,1150
2016,21740,female,1791.7183298242685,ln,age,ai,walleye pollock,gadid,18,790
2016,21740,male,1488.5077432053515,ln,age,ai,walleye pollock,gadid,19,720
2016,21740,total,10128.756656661351,ln,age,ai,walleye pollock,gadid,19,790
2016,21921,female,2365.166877328386,ln,age,ai,Atka mackerel,other,12,530
2016,21921,male,1949.686791148498,ln,age,ai,Atka mackerel,other,11,510
2016,21921,total,5619.805101236578,ln,age,ai,Atka mackerel,other,12,530
2016,30060,female,45191.30964914041,ln,age,ai,Pacific ocean perch,rockfish,75,510
2016,30060,male,102986.7599068751,ln,age,ai,Pacific ocean perch,rockfish,78,500
2016,30060,total,149356.30337237043,ln,age,ai,Pacific ocean perch,rockfish,78,510
2016,30420,female,26083.387863860393,ln,age,ai,northern rockfish,rockfish,64,450
2016,30420,male,15485.086162691732,ln,age,ai,northern rockfish,rockfish,60,760
2016,30420,total,41977.01555650866,ln,age,ai,northern rockfish,rockfish,64,760
2018,10110,female,9697.97759184516,ln,age,ai,arrowtooth flounder,flatfish,26,850
2018,10110,male,5707.557783353223,ln,age,ai,arrowtooth flounder,flatfish,29,740
2018,10110,total,17039.829580894853,ln,age,ai,arrowtooth flounder,flatfish,29,850
2018,10112,female,1520.026734695039,ln,age,ai,Kamchatka flounder,flatfish,40,900
2018,10112,male,1910.306630267082,ln,age,ai,Kamchatka flounder,flatfish,54,770
2018,10112,total,3770.37099817975,ln,age,ai,Kamchatka flounder,flatfish,54,900
2018,21720,female,3138.665166394163,ln,age,ai,Pacific cod,gadid,9,1080
2018,21720,male,3885.817290808936,ln,age,ai,Pacific cod,gadid,9,1060
2018,21720,total,7793.030193633888,ln,age,ai,Pacific cod,gadid,9,1080
2018,21740,female,5041.331159381912,ln,age,ai,walleye pollock,gadid,16,780
2018,21740,male,2701.0024497543513,ln,age,ai,walleye pollock,gadid,17,730
2018,21740,total,8801.109902385906,ln,age,ai,walleye pollock,gadid,17,780
2018,21921,female,7094.729871097399,ln,age,ai,Atka mackerel,other,13,530
2018,21921,male,4513.920080161129,ln,age,ai,Atka mackerel,other,13,510
2018,21921,total,13795.373594143432,ln,age,ai,Atka mackerel,other,13,530
2018,30060,female,46736.275189234926,ln,age,ai,Pacific ocean perch,rockfish,79,520
2018,30060,male,96955.60685907453,ln,age,ai,Pacific ocean perch,rockfish,94,480
2018,30060,total,141788.66079860422,ln,age,ai,Pacific ocean perch,rockfish,94,520
2018,30420,female,32255.40995106342,ln,age,ai,northern rockfish,rockfish,66,470
2018,30420,male,14212.554457796963,ln,age,ai,northern rockfish,rockfish,63,450
2018,30420,total,44884.90359886782,ln,age,ai,northern rockfish,rockfish,66,470
1991,21720,female,37.7060583498067,hl_ln,age,ai,Pacific cod,gadid,11,1150
1991,21720,male,47.62262865818551,hl_ln,age,ai,Pacific cod,gadid,10,1070
1991,21720,total,45.19023098553677,hl_ln,age,ai,Pacific cod,gadid,11,1150
1991,21740,female,108.77263753375992,hl_ln,age,ai,walleye pollock,gadid,19,820
1991,21740,male,124.72077232944312,hl_ln,age,ai,walleye pollock,gadid,21,690
1991,21740,total,147.7103230199722,hl_ln,age,ai,walleye pollock,gadid,21,820
1991,21921,female,7.8690908603533325,hl_ln,age,ai,Atka mackerel,other,10,520
1991,21921,male,11.347013230967136,hl_ln,age,ai,Atka mackerel,other,8,460
1991,21921,total,21.74950553369153,hl_ln,age,ai,Atka mackerel,other,10,520
1991,30060,female,78.61040906872945,hl_ln,age,ai,Pacific ocean perch,rockfish,80,490
1991,30060,male,84.59527544225882,hl_ln,age,ai,Pacific ocean perch,rockfish,86,460
1991,30060,total,115.98069024381302,hl_ln,age,ai,Pacific ocean perch,rockfish,86,490
1991,30420,female,64.91776279989094,hl_ln,age,ai,northern rockfish,rockfish,68,410
1991,30420,male,34.088177092271074,hl_ln,age,ai,northern rockfish,rockfish,39,400
1991,30420,total,72.79587394844752,hl_ln,age,ai,northern rockfish,rockfish,68,410
1994,21720,female,30.22036732435456,hl_ln,age,ai,Pacific cod,gadid,11,1140
1994,21720,male,22.735963609393487,hl_ln,age,ai,Pacific cod,gadid,10,1130
1994,21720,total,27.081978940101575,hl_ln,age,ai,Pacific cod,gadid,11,1140
1994,21740,female,86.41320401463827,hl_ln,age,ai,walleye pollock,gadid,17,810
1994,21740,male,52.847812994574674,hl_ln,age,ai,walleye pollock,gadid,18,740
1994,21740,total,75.47380666145459,hl_ln,age,ai,walleye pollock,gadid,18,810
1994,21921,female,75.40425077782629,hl_ln,age,ai,Atka mackerel,other,14,540
1994,21921,male,47.357651844123055,hl_ln,age,ai,Atka mackerel,other,10,510
1994,21921,total,79.54892561748053,hl_ln,age,ai,Atka mackerel,other,14,540
1994,30060,female,132.4907186135943,hl_ln,age,ai,Pacific ocean perch,rockfish,93,510
1994,30060,male,151.45355521155636,hl_ln,age,ai,Pacific ocean perch,rockfish,81,480
1994,30060,total,221.4856799921818,hl_ln,age,ai,Pacific ocean perch,rockfish,93,510
1994,30420,female,78.97856265815464,hl_ln,age,ai,northern rockfish,rockfish,66,490
1994,30420,male,103.92375317474712,hl_ln,age,ai,northern rockfish,rockfish,50,430
1994,30420,total,132.43379201157268,hl_ln,age,ai,northern rockfish,rockfish,66,490
1997,21720,female,70.06168473010956,hl_ln,age,ai,Pacific cod,gadid,12,1130
1997,21720,male,68.29892570050133,hl_ln,age,ai,Pacific cod,gadid,13,1060
1997,21720,total,78.31937825045844,hl_ln,age,ai,Pacific cod,gadid,13,1130
1997,21740,female,139.13710733536237,hl_ln,age,ai,walleye pollock,gadid,20,750
1997,21740,male,133.75895441649803,hl_ln,age,ai,walleye pollock,gadid,19,710
1997,21740,total,214.96949665384065,hl_ln,age,ai,walleye pollock,gadid,20,750
1997,21921,female,73.92164780974974,hl_ln,age,ai,Atka mackerel,other,13,530
1997,21921,male,64.17852827475747,hl_ln,age,ai,Atka mackerel,other,13,520
1997,21921,total,89.94359358600303,hl_ln,age,ai,Atka mackerel,other,13,530
1997,30060,female,162.53209103314765,hl_ln,age,ai,Pacific ocean perch,rockfish,80,490
1997,30060,male,139.06720360776816,hl_ln,age,ai,Pacific ocean perch,rockfish,78,490
1997,30060,total,247.55066791606333,hl_ln,age,ai,Pacific ocean perch,rockfish,80,490
1997,30420,female,67.51532267690682,hl_ln,age,ai,northern rockfish,rockfish,58,440
1997,30420,male,87.64208221863399,hl_ln,age,ai,northern rockfish,rockfish,72,420
1997,30420,total,117.92159461166136,hl_ln,age,ai,northern rockfish,rockfish,72,440
2000,21720,female,156.84255286670023,hl_ln,age,ai,Pacific cod,gadid,10,1150
2000,21720,male,128.80908432842187,hl_ln,age,ai,Pacific cod,gadid,10,1100
2000,21720,total,177.0216907215646,hl_ln,age,ai,Pacific cod,gadid,10,1150
2000,21740,female,83.8492207066384,hl_ln,age,ai,walleye pollock,gadid,21,840
2000,21740,male,61.216965489084245,hl_ln,age,ai,walleye pollock,gadid,17,780
2000,21740,total,82.36599107221048,hl_ln,age,ai,walleye pollock,gadid,21,840
2000,21921,female,43.50742505894808,hl_ln,age,ai,Atka mackerel,other,15,570
2000,21921,male,22.452388777980477,hl_ln,age,ai,Atka mackerel,other,15,690
2000,21921,total,33.496363485229224,hl_ln,age,ai,Atka mackerel,other,15,690
2000,30060,female,200.8209384770793,hl_ln,age,ai,Pacific ocean perch,rockfish,90,510
2000,30060,male,166.68644602548858,hl_ln,age,ai,Pacific ocean perch,rockfish,100,600
2000,30060,total,264.274727950351,hl_ln,age,ai,Pacific ocean perch,rockfish,100,600
2000,30420,female,121.91138496600944,hl_ln,age,ai,northern rockfish,rockfish,57,450
2000,30420,male,115.51537703992722,hl_ln,age,ai,northern rockfish,rockfish,61,430
2000,30420,total,199.92918540844957,hl_ln,age,ai,northern rockfish,rockfish,61,450
2002,21720,female,151.50947291369397,hl_ln,age,ai,Pacific cod,gadid,11,1150
2002,21720,male,179.8080723483937,hl_ln,age,ai,Pacific cod,gadid,11,1070
2002,21720,total,194.829873565417,hl_ln,age,ai,Pacific cod,gadid,11,1150
2002,21740,female,190.36387306239308,hl_ln,age,ai,walleye pollock,gadid,20,830
2002,21740,male,160.5064718849487,hl_ln,age,ai,walleye pollock,gadid,23,750
2002,21740,total,231.60614901750313,hl_ln,age,ai,walleye pollock,gadid,23,830
2002,21921,female,84.65256973877153,hl_ln,age,ai,Atka mackerel,other,13,560
2002,21921,male,110.91621365339614,hl_ln,age,ai,Atka mackerel,other,10,630
2002,21921,total,112.93615918387805,hl_ln,age,ai,Atka mackerel,other,13,630
2002,30060,female,65.40472209652052,hl_ln,age,ai,Pacific ocean perch,rockfish,75,560
2002,30060,male,77.75181762974115,hl_ln,age,ai,Pacific ocean perch,rockfish,65,470
2002,30060,total,124.17065250500936,hl_ln,age,ai,Pacific ocean perch,rockfish,75,560
2002,30420,female,59.62448921187597,hl_ln,age,ai,northern rockfish,rockfish,62,460
2002,30420,male,44.59687268699159,hl_ln,age,ai,northern rockfish,rockfish,58,430
2002,30420,total,90.27241167997305,hl_ln,age,ai,northern rockfish,rockfish,62,460
2004,21720,female,142.59358338838885,hl_ln,age,ai,Pacific cod,gadid,10,1110
2004,21720,male,143.43070292981201,hl_ln,age,ai,Pacific cod,gadid,10,1050
2004,21720,total,190.58480259638853,hl_ln,age,ai,Pacific cod,gadid,10,1110
2004,21740,female,87.5606534457993,hl_ln,age,ai,walleye pollock,gadid,20,860
2004,21740,male,63.95106267415835,hl_ln,age,ai,walleye pollock,gadid,17,780
2004,21740,total,98.059148848144,hl_ln,age,ai,walleye pollock,gadid,20,860
2004,21921,female,138.01911613714745,hl_ln,age,ai,Atka mackerel,other,13,550
2004,21921,male,150.87004262412935,hl_ln,age,ai,Atka mackerel,other,12,520
2004,21921,total,205.04818505720704,hl_ln,age,ai,Atka mackerel,other,13,550
2004,30060,female,292.0844008234649,hl_ln,age,ai,Pacific ocean perch,rockfish,78,520
2004,30060,male,247.54018318003867,hl_ln,age,ai,Pacific ocean perch,rockfish,104,470
2004,30060,total,450.1267051950735,hl_ln,age,ai,Pacific ocean perch,rockfish,104,520
2004,30420,female,156.96723831513015,hl_ln,age,ai,northern rockfish,rockfish,65,460
2004,30420,male,128.2328228286909,hl_ln,age,ai,northern rockfish,rockfish,55,470
2004,30420,total,246.49048227406897,hl_ln,age,ai,northern rockfish,rockfish,65,470
2006,21720,female,95.67967167896056,hl_ln,age,ai,Pacific cod,gadid,11,1160
2006,21720,male,92.5536802393815,hl_ln,age,ai,Pacific cod,gadid,11,1090
2006,21720,total,116.08245250066648,hl_ln,age,ai,Pacific cod,gadid,11,1160
2006,21740,female,134.56381643645085,hl_ln,age,ai,walleye pollock,gadid,17,930
2006,21740,male,106.48237609110102,hl_ln,age,ai,walleye pollock,gadid,21,720
2006,21740,total,156.78081954852192,hl_ln,age,ai,walleye pollock,gadid,21,930
2006,21921,female,102.89822566242468,hl_ln,age,ai,Atka mackerel,other,12,510
2006,21921,male,87.6295093649606,hl_ln,age,ai,Atka mackerel,other,14,500
2006,21921,total,154.21085877662512,hl_ln,age,ai,Atka mackerel,other,14,510
2006,30060,female,130.96617886009645,hl_ln,age,ai,Pacific ocean perch,rockfish,80,510
2006,30060,male,108.16064897741003,hl_ln,age,ai,Pacific ocean perch,rockfish,89,510
2006,30060,total,201.5309329324213,hl_ln,age,ai,Pacific ocean perch,rockfish,89,510
2006,30420,female,181.3128243072958,hl_ln,age,ai,northern rockfish,rockfish,68,440
2006,30420,male,136.19154940405318,hl_ln,age,ai,northern rockfish,rockfish,74,430
2006,30420,total,284.75635547561035,hl_ln,age,ai,northern rockfish,rockfish,74,440
2010,10110,female,146.6668079134239,hl_ln,age,ai,arrowtooth flounder,flatfish,26,900
2010,10110,male,63.338757596720626,hl_ln,age,ai,arrowtooth flounder,flatfish,34,670
2010,10110,total,129.24026000910771,hl_ln,age,ai,arrowtooth flounder,flatfish,34,900
2010,10112,female,101.98144726287084,hl_ln,age,ai,Kamchatka flounder,flatfish,48,950
2010,10112,male,65.46235826708144,hl_ln,age,ai,Kamchatka flounder,flatfish,49,720
2010,10112,total,108.41510917131448,hl_ln,age,ai,Kamchatka flounder,flatfish,49,950
2010,21720,female,147.09733740681637,hl_ln,age,ai,Pacific cod,gadid,12,1150
2010,21720,male,142.77851390273668,hl_ln,age,ai,Pacific cod,gadid,11,1110
2010,21720,total,205.49377442828853,hl_ln,age,ai,Pacific cod,gadid,12,1150
2010,21740,female,32.01206306922335,hl_ln,age,ai,walleye pollock,gadid,22,810
2010,21740,male,28.0669117536446,hl_ln,age,ai,walleye pollock,gadid,20,730
2010,21740,total,33.61203516750749,hl_ln,age,ai,walleye pollock,gadid,22,810
2010,21921,female,68.1503256775777,hl_ln,age,ai,Atka mackerel,other,12,580
2010,21921,male,70.19957907852542,hl_ln,age,ai,Atka mackerel,other,13,610
2010,21921,total,86.48008976389825,hl_ln,age,ai,Atka mackerel,other,13,610
2010,30060,female,273.70215868988197,hl_ln,age,ai,Pacific ocean perch,rockfish,82,650
2010,30060,male,245.1637176672743,hl_ln,age,ai,Pacific ocean perch,rockfish,73,470
2010,30060,total,430.9434999190517,hl_ln,age,ai,Pacific ocean perch,rockfish,82,650
2010,30420,female,123.22378770535316,hl_ln,age,ai,northern rockfish,rockfish,71,450
2010,30420,male,130.88374673254432,hl_ln,age,ai,northern rockfish,rockfish,59,610
