year,species_code,comp_type,ae,ae_al,al,base,region
1997,30420,female,63.53807655910151,58.23663572300869,50.850189849429285,46.723130104094814,ai
1997,30420,male,55.190396907474494,53.96230664200018,57.34102791568836,54.87463647914673,ai
1997,30420,total,93.1252597219131,85.37881200135926,90.5616765010784,83.3347663952416,ai
2000,30060,female,119.4651797823558,90.99772761682318,105.62362037830223,145.27211180792344,ai
2000,30060,male,92.25360353018928,88.87398469675391,111.05412496920972,113.51269573952848,ai
2000,30060,total,140.16213710170868,128.69080651383877,197.34816865604148,210.6177229917849,ai
2000,30420,female,78.41967785515006,90.3437165943267,86.66443134458333,75.23764146694221,ai
2000,30420,male,62.06128326464547,61.36842783379647,78.35933299550622,75.02104347905927,ai
2000,30420,total,120.28295597421808,130.75662974968992,150.1469999533031,134.43823115688926,ai
2002,30060,female,36.77081646847166,38.2689597500241,44.38723389973933,47.36059944972091,ai
2002,30060,male,48.78285222665024,47.53344727043755,41.38254057406982,51.43242578486893,ai
2002,30060,total,77.97511385068658,78.22868486673948,79.3184740843989,89.7495868569514,ai
2002,30420,female,35.517852053863116,42.692878953082655,40.47785054145786,41.05529736526056,ai
2002,30420,male,25.13839286827674,27.164391821045676,27.80151838751585,30.284786103908974,ai
2002,30420,total,53.741950265748216,62.50068459889596,65.55185871944445,65.48351422367217,ai
2004,30060,female,164.50155519322124,158.3518345365292,165.8855204172025,177.85221270513225,ai
2004,30060,male,154.89298726685178,138.0236683923546,127.56757529745484,146.31987413330268,ai
2004,30060,total,254.1370076566034,235.9405929339702,261.9191696108659,287.80871195432985,ai
2004,30420,female,78.58295770202442,87.02640630607554,102.55709308634012,89.71996758620631,ai
2004,30420,male,78.26789985010107,78.08989701163223,74.72609317902234,76.76712259887756,ai
2004,30420,total,129.30185088253288,136.21071025965432,156.93949351162289,148.12155926803345,ai
2006,30060,female,87.49679068360972,92.76368329871542,84.65865229114317,84.6959567163781,ai
2006,30060,male,61.8472399210055,64.87632960017842,65.50487777958072,65.18929872184448,ai
2006,30060,total,122.16603240917856,129.49146401741163,137.46002524223886,135.70845058016374,ai
2006,30420,female,109.55046807566556,110.25316263434614,104.41416323331332,107.21156166786488,ai
2006,30420,male,82.56501044064706,83.80569473810739,72.4642542867961,79.7624764846642,ai
2006,30420,total,175.7618073540536,184.17186853722953,167.28761596584144,172.8210311569524,ai
2010,10110,female,85.88333724591567,78.84944897213462,86.3035323180416,104.91871290610788,ai
2010,10110,male,34.08513308770498,31.235265217319512,35.674039892907224,44.756261118630825,ai
2010,10110,total,73.01141913843246,70.671406017736075,95.68845817365852,102.48235292714038,ai
2010,30060,female,128.2394750496525,105.45028525185556,131.22334231006258,158.03896817944243,ai
2010,30060,male,92.7603618324088,82.97599909742266,103.958196335932,129.88424642856418,ai
2010,30060,total,150.8040628758496,146.67072463984402,236.84397354076097,247.4262409330502,ai
2010,30420,female,62.88861488665288,71.01886934185488,76.38558703002423,71.49578402876405,ai
2010,30420,male,86.33082371876603,78.85586074176742,73.84506314399214,77.87681318013826,ai
2010,30420,total,110.13098407865428,115.62202771051268,119.42513006068543,117.1616141206934,ai
2012,10110,female,69.28305083129564,61.94378684187143,71.32296233080744,87.34178066798351,ai
2012,10110,male,46.13961035129264,33.22604131471067,28.01421220468779,40.69517372417393,ai
2012,10110,total,99.40826916661932,75.86828312914815,74.32375564726402,95.86977033267502,ai
2012,30060,female,125.91454803444758,95.45920193448411,112.0612471350866,158.15778319513868,ai
2012,30060,male,102.63844857653334,95.9598906737405,109.83126281327884,124.34903168106932,ai
2012,30060,total,167.84657969984966,153.56475146494998,222.9708068688317,242.46225345672457,ai
2012,30420,female,84.03941397082383,87.5527022346053,87.39254474265063,81.05719858817801,ai
2012,30420,male,70.74657779261007,61.277378877358686,62.101880259301225,70.21989860983246,ai
2012,30420,total,131.89792686340584,122.64527461318669,129.18520764391334,134.3500921586201,ai
2014,10110,female,54.33772092282008,56.16317158744587,66.87331568064643,73.205092765177,ai
2014,10110,male,37.43470644775275,29.558378863485487,31.116234154436253,45.65669332354883,ai
2014,10110,total,80.81720441818065,73.84998539901991,95.34158840767944,114.94313011722816,ai
2014,30060,female,126.5350120146703,109.64489119861122,130.07150425885894,143.0011685206619,ai
2014,30060,male,134.84322819771464,122.84029697063416,126.06249312764156,134.386989536968,ai
2014,30060,total,195.20551963312155,190.3247942792109,232.59431162227403,223.07142931279589,ai
2014,30420,female,85.65777479182975,90.2148930018236,87.8547274834469,78.7046222541423,ai
2014,30420,male,82.82833205734333,83.35636238662546,71.71282066287056,72.2933842399275,ai
2014,30420,total,146.80921499354963,153.2774945347302,148.5378673351631,137.40439108588058,ai
2016,10110,female,101.76809913387793,94.14272740369536,110.85136475729242,142.20418242282167,ai
2016,10110,male,46.4788359151557,35.148555867267696,35.89857487694712,51.46331337128409,ai
2016,10110,total,107.84388695537008,96.97470607212162,109.30225044657988,136.52724815619632,ai
2016,30060,female,106.4083464663578,104.68033748823412,188.99459564919772,200.9975115104039,ai
2016,30060,male,199.4390283048183,140.32942914846362,152.82314933457369,268.4633770481411,ai
2016,30060,total,207.60257757530735,189.71654215967632,319.8683552818765,433.9591076179913,ai
2016,30420,female,112.2900709505016,112.0123182326267,131.09502688711024,145.52100361071868,ai
2016,30420,male,74.35858796214914,71.05994390231268,60.69281581507891,66.42839707893806,ai
2016,30420,total,171.98662407614233,167.5345419025549,173.63359540208117,201.3058535529596,ai
2018,10110,female,101.79421252392817,101.6997746341413,120.83100269205632,135.74859857496557,ai
2018,10110,male,76.31705749087385,49.316321241789055,51.914529149982386,92.233024701051,ai
2018,10110,total,140.03633545134184,139.85355917585454,191.1603488824007,197.9444409658101,ai
2018,30060,female,122.5523047569636,123.68630780601949,154.5909600538423,162.62022869376366,ai
2018,30060,male,192.4803919977703,133.80407788420158,131.03175698407958,226.66227674085027,ai
2018,30060,total,247.47905982658187,231.5438124128395,291.014836620206,379.73013909425134,ai
2018,30420,female,133.42322020751877,135.4948321620555,154.83397212937226,154.96435076787935,ai
2018,30420,male,65.16090806722922,59.25062031772968,68.82172407183978,86.59934632229479,ai
2018,30420,total,190.59858862716368,181.1025119756484,209.96236116039023,245.62295232931015,ai
1991,21720,female,30.2157091329548,28.979003129934828,33.43282733251735,33.71799962638445,ai
1991,21720,male,40.646860357163874,42.486458294445264,36.3543362704307,42.62026833625811,ai
1991,21720,total,38.4212187020504,38.56135967548673,38.361781424127834,41.76697009707432,ai
1991,21921,female,18.23773098623464,20.462295606128897,15.24896813227931,12.55142952106868,ai
1991,21921,male,16.918672794861685,20.64189409468639,12.053461372624676,11.761836603113125,ai
1991,21921,total,27.971101391468924,30.25672303341926,22.147439846478143,21.247363455118485,ai
1994,21720,female,28.375880254294092,25.819889056526204,23.770588062557284,28.095345249027435,ai
1994,21720,male,20.590213477841814,19.61913851322651,19.976590469206084,21.263780827694234,ai
1994,21720,total,25.723831697211455,24.07192798648281,23.18253851568456,25.75116035815417,ai
1994,21921,female,57.474077000963376,56.94394597371993,61.78059562048597,59.74671583270836,ai
1994,21921,male,40.921250485611765,41.76448758963669,39.613832990858114,37.89468590614678,ai
1994,21921,total,67.29084827020837,67.12540441982681,71.34845016045506,69.20850111131212,ai
1997,21720,female,58.264540940905306,53.061009455109286,50.36362338949394,57.789332373047365,ai
1997,21720,male,55.33862267145616,56.81726322054536,54.43203829828289,56.75509102811443,ai
1997,21720,total,69.32417549144195,67.27816566621912,63.601379998043754,67.87775743684035,ai
1997,21921,female,52.675075936090046,39.82486138263531,36.06057196833958,50.57242526505093,ai
1997,21921,male,49.493970697003334,28.493588878004,27.410778441745876,49.45105482701917,ai
1997,21921,total,75.47881098355798,45.726615080755856,45.0411103686706,75.68254296665019,ai
2000,21720,female,101.3326578929105,67.49319035395035,80.61639878008319,112.35964468507046,ai
2000,21720,male,73.35642351917681,65.23463496083909,94.75078968763408,98.15759292997848,ai
2000,21720,total,115.2684109253628,80.94877839145417,120.69236149446428,143.2357033400922,ai
2000,21921,female,37.21364754562602,38.03935826131972,36.486118904972294,37.8428161130855,ai
2000,21921,male,22.269368208860666,21.159408195680932,20.624513903534652,20.986838709799684,ai
2000,21921,total,32.251915917599746,31.572262357175216,31.438833613156177,31.93513564143464,ai
2002,21720,female,135.14715669233394,124.7922453945356,118.16693375763828,133.36172217507448,ai
2002,21720,male,142.63213954280948,118.98474904375206,115.06424846981908,155.54563455279515,ai
2002,21720,total,172.1269905566062,146.21206149576358,141.40316699988963,182.48400504700797,ai
2002,21921,female,82.28976575653701,31.722400922738174,33.26702096815803,75.78580875391148,ai
2002,21921,male,90.00669296333125,39.23650457525921,45.98697104868083,86.62694807155432,ai
2002,21921,total,109.0568685100359,38.46550497269136,43.671036440561195,104.3645107884706,ai
2004,21720,female,113.04755132652484,87.06306925001476,92.34795295372406,107.21289167070316,ai
2004,21720,male,92.94613557207326,75.26366367744893,90.25527883549157,107.64734677745888,ai
2004,21720,total,143.87766272939388,101.46975330400912,125.47393264428898,160.3346901398695,ai
2004,21921,female,94.03005926215562,39.40074635358603,38.24705339511935,94.15482551858447,ai
2004,21921,male,98.6354000015006,42.28658087497531,43.45732404244381,102.1881925051707,ai
2004,21921,total,148.5346480360514,47.2455411384309,47.44644457586253,156.97549386733058,ai
2006,21720,female,67.96108172349264,61.96069406811407,77.92323635138041,78.75416143288855,ai
2006,21720,male,80.89252882331037,76.73666222055527,69.97777581295618,76.3535467105643,ai
2006,21720,total,98.4849735270577,90.8578509610818,95.5169636096756,100.86515129616868,ai
2006,21921,female,54.31807766124254,25.51699786114418,28.010075185797035,59.7542052263394,ai
2006,21921,male,61.62561090866755,30.009160518883416,30.92286159048916,55.84936452580277,ai
2006,21921,total,90.98370215408838,33.84982723248833,36.582842104559774,98.93751097373296,ai
2010,21720,female,92.30022360356796,69.0329409634172,78.92858656335987,97.929132011532,ai
2010,21720,male,93.65708980010474,70.18737754794446,88.90628377033339,103.59592464957448,ai
2010,21720,total,131.21501670686294,85.77392106970386,115.19295778380588,157.38710098464418,ai
2010,21921,female,56.113650207082465,45.36274846412836,47.20020201044731,54.40473422653229,ai
2010,21921,male,57.85045842683298,46.98637188974964,50.25662731496017,56.110178435039046,ai
2010,21921,total,76.40098252686455,60.56683878397173,65.59455817929391,75.15748084045825,ai
2012,21720,female,71.13883452185642,61.307667121093296,65.88137466201628,79.3155112450143,ai
2012,21720,male,66.8321867264548,60.42373494237418,72.4309724173272,84.6982167990983,ai
2012,21720,total,108.01872643745756,88.895955236313,93.87821473236532,120.49577040843258,ai
2012,21921,female,55.28649419974877,41.17224636925249,43.11745972396764,53.52488505979321,ai
2012,21921,male,52.33283086050248,53.239585394800805,53.090138882156864,48.50427401126076,ai
2012,21921,total,83.0817516010245,61.80535003816956,66.19591502704776,82.47629869111398,ai
2014,21720,female,81.90997544286581,73.85760181799564,79.83278493774064,92.78172319583548,ai
2014,21720,male,89.64387782087296,91.7305191895784,91.63399553088098,102.24913407761348,ai
2014,21720,total,129.51675256134666,124.59864123016264,130.32618717674063,149.05592109348424,ai
2014,21921,female,56.009611600269125,53.92569985255102,53.223704509440545,55.52510230975838,ai
2014,21921,male,49.154120410191574,48.36400128710741,46.48216753448905,46.3760875482429,ai
2014,21921,total,76.86242348952723,70.29288691330686,68.32598881503581,73.98752241275974,ai
2016,21720,female,125.20067415984995,139.20328452180053,109.79124699050428,103.85876722749836,ai
2016,21720,male,104.05300679346254,100.1941128433962,102.97027732186316,105.62747376092342,ai
2016,21720,total,179.5979073045621,177.27428247043824,150.37059420389167,149.59308806775553,ai
2016,21921,female,25.11718041264776,24.098340012751173,23.303355190796506,23.70521816943985,ai
2016,21921,male,31.87397452461056,26.749168671536363,25.917182167594603,30.660503019040952,ai
2016,21921,total,39.49579716237854,34.79882325156132,35.10571301339833,37.37368268125024,ai
2018,21720,female,91.75105404496551,85.78372098713312,91.14218923622798,137.9037749530705,ai
2018,21720,male,55.7773273017142,65.07558286945974,80.68737123280471,110.7768641506133,ai
2018,21720,total,100.95512553643582,108.06194898355,116.09516023624174,196.36654701993413,ai
2018,21921,female,85.94135354324328,72.38310564131577,62.03794311089068,86.55538666658094,ai
2018,21921,male,96.78241762381462,55.77280511044487,46.475636032315975,91.02268998211387,ai
2018,21921,total,116.07448282903636,79.12993343991761,66.59427786682471,120.39651865207416,ai
1991,21740,female,70.81002472009092,48.23898457283588,50.760443995276006,79.32034771514721,ai
1991,21740,male,76.66420866639375,21.930886916621137,20.490025216110887,85.61883332674464,ai
1991,21740,total,94.2046465589535,38.80317035399042,38.266988090603576,115.72066846481108,ai
1994,21740,female,82.29995986454165,57.26346333109823,53.90352161671802,74.57944042843383,ai
1994,21740,male,55.13103693115943,49.582667672669345,48.46426787709944,53.463990455644485,ai
1994,21740,total,79.9349549503363,68.3326866689497,68.09173918521438,75.82589349154273,ai
1997,21740,female,108.52215149766135,102.83179916954748,104.10639624280564,98.4694269896234,ai
1997,21740,male,79.26807089124748,46.0167842088481,54.31318042616449,83.58253238994659,ai
1997,21740,total,138.3048491780653,107.48219138269464,141.51605616359916,153.98270350894123,ai
2000,21740,female,62.45877713201039,57.06804360342359,59.88029628897595,70.81303911413242,ai
2000,21740,male,54.768054960510945,53.86878940303315,50.11221503708628,51.218424562934146,ai
2000,21740,total,72.63542020827344,74.7412258831961,73.84418713527741,73.58016362202314,ai
2002,21740,female,153.95607923459914,108.37378108277206,86.98416314449237,139.07348109493748,ai
2002,21740,male,138.03590843047203,131.81930644528043,114.24737916230058,117.47796059504948,ai
2002,21740,total,203.3789589399935,180.422401815962,148.03748946932944,182.23112784971505,ai
2004,21740,female,74.4099220345627,47.36395421956112,50.61325186462209,70.78101733221489,ai
2004,21740,male,50.971670145339175,43.82964980701269,46.422487555664496,52.87731245272316,ai
2004,21740,total,85.73683205981705,71.89542312377132,90.7964337575147,89.2490158465515,ai
2006,21740,female,62.53744115170101,39.3206540566722,43.4719454849131,86.95899368101406,ai
2006,21740,male,69.89214006967136,63.605313008818065,59.546046762348404,71.58440749348404,ai
2006,21740,total,108.57132343737132,88.36966807410698,87.75268192965952,119.70192467745969,ai
2010,10112,female,57.25166649003575,57.273833535923195,66.88443293871767,73.01556999992619,ai
2010,10112,male,41.60477560703205,37.734194111322985,38.36842637128495,48.34634335997694,ai
2010,10112,total,63.83307230703501,62.24919828406617,67.21809212475138,80.84153154202608,ai
2010,21740,female,31.34580369787056,30.587474474628166,26.584462984958535,31.418068369907697,ai
2010,21740,male,25.982227033413743,27.73380957023674,27.349028308625332,27.09224913867481,ai
2010,21740,total,34.836471565283865,36.36225735122845,33.55501528346024,35.28542960605223,ai
2012,21740,female,52.65183866514913,39.479826746844886,37.99952865208048,56.28370202045228,ai
2012,21740,male,29.60187044247132,30.471774666482013,31.788389703907956,30.8275531739253,ai
2012,21740,total,44.76899822962299,44.695115742159786,49.27767926998031,48.396237702494325,ai
2014,21740,female,10.104745307199032,9.257239925746411,8.835720168288296,9.291124643197474,ai
2014,21740,male,10.18092830437043,9.711367316310891,9.431794578110004,9.493945050545532,ai
2014,21740,total,10.74312759562736,10.17421120151958,9.622766725427534,9.723497474479332,ai
2016,10112,female,59.13448995557889,55.26035092162366,56.014792814437456,68.53776577334622,ai
2016,10112,male,57.7646179473908,49.3634015926585,49.381208976027665,64.29196424824146,ai
2016,10112,total,92.56994777498414,80.73370938257574,79.16565569235874,102.1188525763235,ai
2016,21740,female,49.30660677790059,43.93302660135974,43.94934325214306,49.53422826683539,ai
2016,21740,male,19.175065736871115,18.858242373791885,18.30536684895189,18.650853862382142,ai
2016,21740,total,33.29208713954416,31.890767158377997,31.468525071135065,32.83420729159335,ai
2018,10112,female,82.31239928383904,81.4477775123397,84.29634041563843,85.30548408057426,ai
2018,10112,male,69.71820064984281,57.58813432704067,56.61388064162909,77.16049956456558,ai
2018,10112,total,120.96189701153423,103.70413232060498,95.6048767667474,122.50996413469056,ai
2018,21740,female,38.58164219272033,41.977029253976646,90.60250805147032,111.83649907168896,ai
2018,21740,male,60.01697662007602,38.976665535691716,30.346324306301454,58.1325945700506,ai
2018,21740,total,61.88192596312483,59.40131121159967,62.55838816551594,101.43059734626036,ai
